id1,id2,label
61555,49494,0
47571,132717,0
796,3258,1
107932,97860,0
122335,8572,0
74903,104293,0
26187,26151,1
53863,125328,0
57214,101281,0
84617,19680,0
92261,120481,0
36409,21479,0
26606,17295,0
47281,47191,1
23077,48196,0
9736,86490,0
134930,115566,0
108269,32954,1
42244,120400,0
133620,112989,0
37649,91149,0
13256,13159,1
118436,69655,0
84790,71821,0
79279,38444,0
7641,112431,0
119291,70093,0
122252,84364,0
25088,46642,1
51191,27415,0
29309,74717,1
16120,116360,0
9708,25394,0
2442,10950,1
127832,83742,0
1377,3859,1
105104,122838,0
10815,5760,0
56926,106594,0
20336,18032,1
86626,105417,0
81666,100611,0
120097,15169,0
77896,136708,0
40428,106582,0
26858,69755,0
65990,17728,0
76348,81854,0
91259,41739,0
65647,116854,0
127052,21966,0
109125,82113,1
13706,5708,0
16155,38585,0
79689,49843,0
18831,123990,0
3697,69808,1
71384,71446,1
36732,91813,0
133315,114266,0
133441,133443,1
15275,81055,0
53881,5189,0
106336,106248,1
10073,66589,1
30903,64152,0
29791,10170,1
136510,2151,0
118153,50760,0
31033,132091,0
48231,103243,1
31075,31093,1
45175,35336,0
73201,126766,0
104496,103649,0
53731,115588,0
45914,119228,0
78404,17569,1
68104,116641,0
103485,106054,1
11740,72472,1
79508,84843,0
34162,34078,1
27145,88988,0
10102,6184,0
77345,23090,0
19804,40071,1
4325,114249,0
33293,45879,0
71649,112715,0
100372,69666,0
116930,17862,0
122363,82132,0
105742,53392,0
80155,74494,0
6391,88133,0
137508,128702,0
5948,37692,1
34310,98722,1
120629,87399,0
73653,120329,0
51234,74183,1
4860,6779,1
101413,102118,1
88032,7137,0
94371,133368,0
107600,6705,0
71934,97051,1
65424,51651,1
112870,11155,0
13287,54685,0
5605,136908,0
14186,11618,1
83237,20769,1
1039,115681,0
29186,125453,0
89407,132155,0
111292,105309,0
14421,16591,1
124030,34551,0
56104,62596,0
103737,104696,1
135313,114202,0
22726,95242,0
47638,15580,1
68119,12645,0
87655,129772,0
37862,132215,1
92650,131173,0
132666,49485,0
88844,78680,1
72660,68163,1
96813,10251,0
130389,118010,0
76037,57570,0
137082,9783,0
90996,98322,1
9006,4874,0
65534,113363,0
88283,18072,0
42804,7254,1
42435,73222,0
5587,62595,1
63641,10893,0
17010,81246,0
4008,63537,1
11857,3024,0
16681,97428,0
10766,64410,0
59565,59618,1
80585,67708,0
27086,18008,1
92450,6784,0
138236,58231,0
11882,20752,0
87622,63527,0
97016,20822,0
73384,67346,1
100786,304,0
20262,88521,1
29361,103375,0
14843,54776,1
16198,136205,0
10766,83833,0
22829,49715,0
116506,84380,0
128627,88615,0
135544,57202,0
129718,1132,0
99837,52354,0
32527,50393,1
105700,31055,0
19002,37771,0
49783,21618,0
13185,89084,0
66153,49670,0
95375,68460,0
11224,22090,0
69697,90822,0
1211,38710,1
2480,71451,0
121681,32101,0
54521,30202,0
50286,102630,0
67143,117732,0
54550,101005,0
69661,16296,0
102601,102781,1
34947,50621,1
4487,8725,0
35941,85451,1
50640,110478,0
16779,21393,1
57844,124049,0
24113,10829,0
51871,51946,1
24532,27067,1
42623,35917,0
96337,136922,0
25996,7866,0
8061,38743,0
55221,34519,0
66945,117131,1
26880,26889,1
44600,44593,1
20958,37149,1
33109,35818,1
10166,110438,1
10081,49335,0
57267,76747,1
38642,42164,0
50577,52793,0
44849,16991,0
77108,93734,0
95908,95764,0
802,107290,0
41869,70602,1
34854,35048,1
118214,112321,0
195,347,1
59731,30081,0
61716,58812,0
103274,107419,0
28126,11852,0
39013,128004,0
94161,9890,0
60628,14367,0
27589,109240,0
47405,85583,1
14754,14771,1
56721,14738,1
13242,22763,0
94034,78176,0
24262,48553,0
123421,40348,0
114037,96988,0
46161,74025,0
118017,125939,0
52145,44226,0
48740,13927,1
13410,10280,0
55963,125527,0
125374,7635,0
83639,129716,0
43333,27756,0
75262,80720,0
75421,17694,0
65994,103629,1
106533,41665,0
25021,43367,0
104533,25462,1
104543,104626,1
96247,80118,0
34754,39265,1
97628,74351,0
45016,69742,1
98038,86965,0
86462,75269,1
128698,60530,0
80961,65838,0
44571,15718,0
53858,37590,1
138338,32916,0
54372,101383,1
107313,60906,0
97087,92558,0
5479,15942,1
47244,74550,1
134566,14279,0
102369,68558,0
132301,136609,0
46837,16656,1
61886,117540,0
92933,91946,0
110995,6534,0
44859,76046,0
23539,102556,0
9763,1356,1
40321,11206,1
1291,33245,1
119503,115718,0
36149,137855,0
71286,134495,0
34933,25200,1
4668,34430,0
103608,75569,0
105879,86529,0
68765,23482,0
103398,58670,0
49008,95855,0
34291,52334,0
26051,114473,0
78067,118843,0
72644,7419,0
23214,84991,1
48870,71888,1
121092,112410,0
68223,90501,0
11114,10808,1
12054,12011,1
31798,93504,0
9804,9836,1
28312,28235,1
92114,73065,0
21236,65477,0
24842,27256,1
31559,54823,0
60348,26121,0
88537,29823,0
107194,60764,0
9912,94240,0
17482,77782,1
35954,17954,1
56301,58217,1
38850,33155,0
100269,117662,0
32390,7108,1
24140,89591,0
130321,138392,0
34680,79719,0
108321,64154,0
96437,51026,0
21973,42715,0
25801,626,0
6638,77302,0
17101,42271,1
46969,55612,0
81003,97997,0
66595,103411,0
99496,118454,1
41994,65925,1
3913,3918,1
7827,72710,1
6738,18358,1
135115,21906,0
130402,2332,0
121981,127065,0
12433,46431,0
8540,9122,1
42174,98751,0
40353,79145,0
72597,131477,0
40485,45329,1
84014,52651,0
28205,21792,1
8107,24662,0
138422,16850,0
79212,79213,1
61084,134223,0
88079,102195,0
133330,93280,0
51434,99932,1
30176,96452,0
122500,63319,0
43380,43506,1
53441,102202,0
27659,129696,0
9513,9621,1
118560,112953,0
102162,124876,0
90335,117927,0
76188,70691,0
18667,19372,1
22895,100152,0
17039,118271,0
88255,17946,1
44599,77855,1
69120,69202,1
53941,75059,0
16758,130094,0
77608,78546,0
2002,4120,1
94685,84192,0
64304,71661,0
91550,75641,0
18526,96868,0
47687,90306,0
27165,91218,0
82764,36622,0
3471,96226,0
73873,4984,0
75771,18993,1
63306,8896,0
16685,60908,0
70521,39103,0
106135,37226,0
20051,72124,0
72207,116947,1
111897,87035,0
118732,10600,0
59526,23655,1
31358,133049,0
58248,58257,1
4194,110960,0
102941,103980,1
58031,58911,0
67024,104764,0
6597,20778,0
104307,99557,0
11539,91375,1
4899,5571,0
83142,71215,0
81462,136222,0
104590,93400,0
135544,30736,0
18911,123676,0
33212,28188,0
92305,135750,0
114897,122757,1
108981,46655,0
44076,120528,1
76725,125639,0
90787,31702,0
52273,65957,0
120465,77579,0
43186,127357,0
58413,79924,1
67789,29010,0
45971,45545,1
26289,26285,1
43149,77536,1
54544,98960,1
104355,16619,0
23225,55727,0
22414,32203,0
17657,17596,1
2271,117999,0
92364,87970,0
93691,112562,0
54511,26434,1
27284,24493,0
95787,102549,0
22163,117228,1
9346,40145,0
127022,111480,0
19288,41098,1
54258,62582,0
76973,27469,0
30176,92445,1
39276,47260,1
49850,23086,0
68924,117821,0
101982,76304,0
42308,18196,1
46749,132492,0
50638,107998,0
105788,45004,0
70737,19012,0
27064,27925,1
110025,107935,0
13828,63647,1
10503,49472,0
64741,28665,0
72680,67362,0
73305,64699,0
45042,101407,0
35012,32017,0
74683,138198,0
3,70415,0
19986,9764,0
110128,37769,0
21046,70746,0
10728,49585,1
36824,89282,1
70929,75417,0
4912,47256,0
57537,50805,1
86373,52306,1
74036,45481,0
73707,22945,1
2541,13854,1
58592,95501,0
26921,104935,0
33145,33782,1
36673,74793,0
47498,47380,1
76244,27131,0
5041,18205,1
104754,115520,1
42953,47643,0
21568,117832,0
73748,22055,0
58148,15307,0
63035,121340,0
10496,26742,1
20659,20904,1
43055,119555,0
11912,37267,1
58106,123895,0
6297,58753,0
80122,30051,0
2177,9933,1
53081,60314,1
68130,86999,0
43727,83742,0
62326,41629,0
22978,112107,0
81950,132020,0
45121,110596,0
39203,93674,0
47193,86621,0
21200,130204,0
128569,128570,1
19412,109461,0
103070,76567,0
50993,856,0
74515,20205,0
82405,53627,1
131866,8345,0
88109,92367,0
28774,107781,0
47359,47727,1
106965,117999,0
124399,88541,0
130591,132849,0
32510,9375,0
46840,24511,1
9811,27759,0
27454,33932,0
136699,126250,0
79594,101045,0
71280,73966,0
75206,114934,0
115900,122517,0
86833,7589,0
103602,78821,0
81092,48617,0
54529,111698,0
32288,40142,1
66799,71058,0
134709,134220,0
128285,64752,0
74993,11181,0
19741,21913,1
377,45017,1
108563,128060,0
67423,14401,0
39841,77035,0
18946,118693,0
50688,103650,1
110729,4017,0
97185,102726,0
99556,81556,0
27642,48103,1
109576,11506,0
6826,72218,1
62413,14519,0
35379,32349,1
125652,125653,1
58103,25133,1
64182,18299,1
76440,10692,0
133977,5121,0
33229,10462,1
121386,130213,0
28163,113095,0
48878,89841,1
17838,47831,1
37317,89511,1
14586,131439,0
58530,11837,0
2228,21985,0
121076,47121,0
67780,113333,0
42777,17643,0
87830,116233,0
12941,24931,1
118091,48252,1
129897,23529,0
98233,3342,0
8855,99400,0
30239,106862,1
77776,18541,1
115861,117111,0
4833,49313,1
42905,33096,1
32140,121995,0
71961,6442,0
100251,136155,0
121056,67103,0
4390,74917,1
3181,71032,0
76573,29976,0
12480,96499,0
29974,42062,1
19253,22736,0
42154,81417,0
60841,55381,0
2078,1897,1
30832,36479,0
13385,46741,1
35604,60314,1
23908,94375,1
77012,81225,0
135957,43393,0
78552,25601,0
98722,98309,1
109266,109734,1
44164,117848,1
105463,101565,0
70856,60535,1
58283,98161,0
25866,107268,0
9782,70343,0
84390,84381,1
8921,50704,1
39988,28582,0
135960,42079,0
68100,68107,1
59306,16382,0
39010,45908,1
25616,20042,1
73524,77490,1
883,12851,1
43272,134579,0
106164,5702,0
105634,92316,0
44190,135822,0
16265,82470,1
83934,5055,0
54797,38622,1
44115,98161,0
60485,130182,0
8529,74834,0
98261,89920,0
66705,13007,0
114017,80666,0
98428,77789,0
34750,100267,0
92227,107702,0
77707,37858,0
67892,58685,0
45846,135136,1
120461,20200,0
128842,66741,0
6237,68827,0
28966,37297,1
63605,81351,0
44047,94887,1
82032,45300,0
76906,17340,1
121954,73349,0
132881,90272,0
84,35214,1
82403,64685,0
95404,51866,0
58091,25109,1
47657,85485,1
131931,35801,0
87598,36860,0
37586,10014,0
63848,1501,0
79065,123099,1
90987,124157,0
6098,70711,0
45505,45706,1
103088,7782,0
110034,48185,0
36171,117978,0
124341,90243,0
50252,43243,0
46215,17005,0
119869,132437,0
5614,17787,1
40648,53288,0
22763,59960,1
48100,35585,0
74403,74406,1
128713,107947,0
22484,138196,0
68809,88794,1
79506,101467,0
50148,93855,0
26486,137844,0
69435,51725,0
68280,57625,0
50495,35793,0
32453,11247,1
10692,133773,0
4071,4890,1
102691,104963,1
86443,18351,0
79258,74670,0
122371,138037,0
60929,100740,0
93538,127804,0
91715,133038,0
100390,122003,0
49110,93328,0
5083,63474,1
17807,27166,1
32285,17572,1
85249,56411,0
40639,12201,0
25910,81046,1
33501,48072,0
101813,9948,0
35515,57592,0
50167,13712,1
22144,114830,0
43401,74155,0
24946,43252,1
55339,25891,0
19300,81662,0
881,48046,0
137904,57736,0
105382,7128,0
11842,5666,1
1054,51791,0
131085,19668,0
6410,113725,0
24204,57896,0
127713,52724,0
63664,103961,1
11102,32804,1
37621,60903,0
111670,101621,0
30026,76332,1
8190,8193,1
93206,96447,0
50674,83920,0
67211,64587,1
36106,25563,1
47803,58302,1
11201,132028,0
57992,20827,1
49247,130898,0
93214,115019,1
107302,64518,0
3463,8944,1
42905,42912,1
76174,15552,0
110282,85110,0
11098,39627,0
18771,2897,0
88902,47976,0
40278,72912,0
125638,9983,0
46544,133150,0
41731,25560,1
5427,114006,0
19110,11487,0
20947,98418,1
36106,49096,1
90773,90784,1
20495,96827,0
127012,103415,0
25233,92047,0
17350,42128,0
76315,67426,0
25086,31043,0
74592,79667,1
125085,90478,0
29965,29659,1
35662,87046,0
22236,102641,0
32496,65562,0
12166,107643,0
13603,18668,1
48313,126342,0
9913,47818,1
1799,92799,1
75127,119943,0
120494,14306,0
4541,115008,0
62778,96570,0
135840,123004,0
57954,33433,0
62487,15868,0
86968,18910,0
64404,73363,1
54068,65744,1
23860,30255,1
51539,23871,1
102902,102904,1
134715,30916,0
68329,44942,0
22774,126550,0
88340,88341,1
19466,62269,1
11150,13879,1
2208,76342,0
125416,69884,0
4691,96609,0
121755,66519,0
95203,109678,1
23705,17091,0
41258,96371,0
100286,72207,0
101872,18863,0
106200,92027,0
25730,27634,0
64180,42361,1
38785,37127,0
19992,109495,0
108434,47836,0
6036,10991,0
50576,70109,1
7165,122852,0
13016,128643,0
5411,18260,1
47782,118198,0
5028,7906,0
116675,93082,0
25720,24315,1
116017,134908,0
85989,73533,0
9931,67227,0
80077,31649,1
11143,21977,1
69061,69062,1
38151,9088,0
98462,15398,0
71209,63952,0
95898,93832,0
23709,35431,1
69958,19025,0
13467,112131,0
33212,14677,1
74059,43281,1
59322,87560,1
35792,8886,1
44085,7525,0
73648,21002,0
82431,134821,0
56188,118128,0
81928,64137,1
66034,13530,0
89878,1154,0
115280,111492,0
21312,23850,1
4859,4899,1
39056,31232,1
58407,58432,1
32352,24262,1
137639,58767,0
11741,10164,1
50632,89925,1
136435,26314,0
22703,57311,0
84029,39348,0
69059,123355,0
14214,46840,0
64935,71705,1
34771,85294,1
5767,55316,1
76236,110550,0
33601,120070,0
53964,113042,0
124111,60072,0
27289,19512,0
75720,135891,0
28929,98051,0
52466,82259,0
101839,55312,1
104298,56488,0
65753,33356,1
21292,24069,0
11747,12117,1
51553,51609,1
36416,134766,0
112075,74083,0
27114,18610,1
88312,106030,0
107701,136011,0
24113,86955,0
108495,93356,0
8534,43663,1
130098,135078,0
60820,83203,0
82393,83236,0
92504,44369,0
43856,100170,1
75069,13507,0
65932,83407,0
70403,66741,0
20589,58087,1
109449,120074,1
70102,26504,0
67802,11189,0
41706,17201,0
20485,83472,1
1531,11677,0
66260,67652,0
136636,30670,0
6790,69062,1
77430,54572,0
103463,71139,0
65021,69148,0
44514,47116,0
63234,65252,0
68993,125221,0
39274,47094,1
5631,7304,0
23067,34949,0
61854,116719,0
1206,2558,1
62692,66415,1
6943,7063,1
93949,113125,1
105251,49930,0
44767,22264,1
78520,20761,0
127773,109935,0
21446,30938,0
39504,122459,0
83043,14154,0
25082,111515,0
86624,51981,0
75656,69633,0
80418,31747,0
6519,3445,0
60534,102676,0
18489,77708,1
40878,126806,0
84145,55615,0
111532,30774,0
120188,31927,0
10836,30218,0
32546,70023,0
38526,42213,0
92488,54329,0
61958,23408,1
35774,82940,0
38977,38878,1
23767,116862,0
66624,103401,0
54108,71788,1
49569,58221,0
19579,108967,0
130972,49845,0
43332,72418,1
51114,36926,1
25923,46173,1
51562,114553,0
101235,67240,0
77277,60310,0
134893,86216,0
127383,93972,0
76900,65597,0
12502,17869,0
46820,55096,0
26521,68192,0
23494,93022,0
132038,48690,0
102807,102801,1
74180,70460,0
44913,45244,0
26583,67860,1
21147,108094,0
24995,69595,0
55164,112750,0
26591,101276,0
49724,36320,1
53544,57701,0
369,3849,1
19137,93791,0
14302,33503,0
51569,51671,1
98842,101392,0
96400,9452,0
34609,34593,1
51463,48245,0
2442,4463,1
33381,73468,1
49724,19832,1
83517,33937,0
3105,56559,1
78144,112825,0
102601,104974,1
192,102458,0
28966,79424,0
27182,21770,1
63858,37166,1
18895,33116,1
72258,86820,0
45118,46967,1
103603,74038,0
9994,10242,1
91828,31817,0
34770,41902,1
369,1611,1
34610,24866,1
131619,8124,0
52865,34894,0
22950,82081,0
126730,94342,0
68906,119616,0
25355,18698,1
59963,110732,0
20953,21329,1
94172,125937,0
8492,9002,1
59278,94593,0
1174,58467,0
4788,79564,1
134024,106141,1
5705,40083,0
910,67923,1
22677,51206,1
32425,37584,0
113814,113944,0
13747,101311,0
11026,29486,0
90002,135593,0
37570,62661,0
107515,121496,0
21715,14624,0
112358,22721,0
116627,43956,0
17872,22119,1
4541,99524,0
116252,16730,0
61668,7728,0
24688,101694,0
109892,122627,0
81275,50781,0
97148,92812,0
127898,99921,0
134048,122904,0
69051,28494,0
33412,49443,0
54249,54215,1
8921,22607,1
75455,61829,0
32320,41589,0
11146,49668,0
93328,12642,0
102166,43520,1
29393,1848,1
34806,28406,1
64690,62185,0
106787,83992,1
124655,114579,0
71960,106594,0
39820,15459,0
7024,129730,0
92755,100913,0
18221,42318,1
106330,108291,1
50323,118688,0
110198,69550,0
100231,69828,0
5068,12318,1
22874,94542,0
85456,52792,0
130784,77327,0
22879,42586,1
56578,18169,0
71438,71360,1
63239,47419,1
112019,96922,0
39739,59573,1
17391,33282,1
1554,13510,0
7440,33133,1
103307,8999,0
122295,88168,0
3720,85331,0
4052,13889,1
24650,25063,1
23113,57084,0
110467,48750,0
57191,6606,0
109683,112431,0
76484,15915,0
62611,81783,0
57755,15183,0
66116,67475,1
30194,53012,1
131172,92641,0
119868,35170,0
33137,135791,0
42339,39229,0
12894,134675,0
133357,663,0
110769,79892,0
9146,107511,0
74732,65726,0
103205,100271,1
31719,5011,1
59659,134759,0
118271,68121,0
12925,30608,0
104878,39492,0
369,2704,1
131857,37791,0
275,1771,1
90283,50800,0
15918,31570,1
46184,92727,0
58745,40353,0
59117,75260,1
670,80081,0
6858,13267,1
43336,33343,1
3297,45007,0
9248,67579,1
56124,124532,0
21096,55588,1
110927,42870,0
65262,65115,0
8840,8614,1
38025,61271,0
128221,14931,0
18988,73857,0
101492,51894,0
99395,127722,0
55368,14608,0
134587,119995,0
115900,16419,0
129278,129277,1
130984,105451,0
94364,61587,1
11053,22851,1
68129,46255,0
59393,110911,0
46027,33633,1
117581,113041,0
39817,124164,0
51873,13431,0
74495,85786,0
15805,27163,1
67509,63153,1
42049,41977,1
123075,134190,1
63661,25563,1
123169,125571,0
114199,7068,0
18630,94535,0
