id1,id2,bert_similarity
76163,55685,0.09232528507709503
3895,85448,0.12092375755310059
51784,7637,0.11908264458179474
48413,126454,0.07007154077291489
20619,107851,0.20858395099639893
62117,103881,0.43724319338798523
84216,22596,0.4669862985610962
70387,72113,0.6157699823379517
18107,31768,0.28596633672714233
104717,27413,0.036537155508995056
121820,77724,-0.02150646597146988
59825,74070,0.5799040794372559
124012,49805,0.014647789299488068
7268,7649,0.5993253588676453
121470,2083,0.05896966531872749
120319,135472,-0.08919458091259003
75024,17311,0.16098922491073608
34811,53976,0.709180474281311
126699,90380,0.4409489333629608
35079,54230,0.23492328822612762
20953,11852,0.49606865644454956
16740,13071,0.49813854694366455
29884,37960,0.0
3391,53145,0.20424632728099823
60364,68844,0.0
63117,45542,-1.1667609214782715e-05
28117,48493,0.6536339521408081
27268,13091,0.5919890403747559
8717,57567,0.6274137496948242
7258,4873,0.6385486125946045
96831,131470,0.0762404128909111
91518,38672,0.3411570191383362
46156,14567,0.10097198188304901
29854,114032,0.22001519799232483
110487,119299,0.07533812522888184
128654,96695,-0.027546174824237823
73314,20864,0.0
64332,100839,0.20183634757995605
32707,24174,0.537169873714447
27605,14054,0.32479751110076904
25127,19485,0.6642662882804871
15864,75208,0.4457991123199463
6052,97245,0.1145506501197815
86161,45763,0.2046339511871338
66693,126412,0.015530804172158241
30271,30041,0.4079415798187256
33944,3611,0.23926174640655518
129192,68491,0.29200246930122375
33310,131844,0.062193967401981354
134082,66382,0.19899992644786835
123711,102750,0.31348729133605957
128480,122562,0.12022075057029724
61391,57188,0.04675516486167908
32701,33649,-0.025560323148965836
8766,21439,0.17999687790870667
47092,23631,0.3299638330936432
48655,125227,0.05676364153623581
65888,138252,0.17388886213302612
92091,63536,0.008144909515976906
85366,111805,0.21828466653823853
133804,33667,-0.031821053475141525
34496,135982,0.03085349127650261
100701,62651,0.04754980280995369
130835,56033,0.05083434283733368
5384,32783,0.32164034247398376
25417,18943,0.7578616142272949
5983,93389,0.20955897867679596
84214,93115,0.38601452112197876
938,3621,0.7236270904541016
68734,37017,0.3776263892650604
15990,102913,0.003691045567393303
54963,4114,0.1365901529788971
82660,23683,0.07113224267959595
32918,107752,0.026946138590574265
29396,81447,0.40087905526161194
132298,8549,-0.0738782063126564
113623,125888,0.3349509537220001
48872,19876,0.5541753768920898
28151,12760,0.0
25871,29169,0.0688648670911789
102374,85393,0.7032395005226135
87511,15737,0.17360293865203857
26520,112088,0.11674949526786804
12767,99472,0.10817462205886841
49391,68300,0.2290697991847992
37286,37388,0.5989331007003784
128726,17354,0.06392256915569305
2221,15750,0.23637807369232178
47623,54838,0.028724785894155502
35052,32337,0.18240851163864136
26583,62252,0.4881148338317871
16140,41472,0.47761040925979614
15065,61385,0.04072876274585724
78103,24457,0.37733423709869385
105436,9341,0.4742363691329956
60292,65688,0.7326642274856567
49359,97024,0.28357863426208496
39864,39930,0.6507211923599243
786,125477,0.16994601488113403
55657,94688,0.0631851926445961
289,132803,0.0
87167,73167,0.5547880530357361
5068,16960,0.57015061378479
104241,37418,0.1269516497850418
61387,129775,0.14928072690963745
6826,15968,0.5901635885238647
47097,51220,0.7544306516647339
58958,58954,0.6184822916984558
36191,55302,0.22822268307209015
55345,104754,0.4280632436275482
17763,17817,0.4976497292518616
71993,16878,0.1583806276321411
118312,105344,-0.003481633961200714
65410,60283,0.0
42905,88452,0.6038265228271484
46520,65115,0.20736244320869446
10514,59105,0.37871432304382324
78315,88696,0.42701083421707153
125361,107743,0.13808554410934448
29894,41064,0.037211205810308456
43341,40205,0.5464019775390625
104246,82119,0.009443415328860283
24756,49192,0.6913033723831177
58954,14238,0.01618834398686886
34729,136895,0.0
47338,101936,0.12457790970802307
13308,65713,0.6337966918945312
117587,22481,0.0
106566,52678,0.14913037419319153
116891,30630,-0.03173603117465973
92884,12010,0.2904233932495117
52408,127622,-0.041314031928777695
30979,15942,0.17493031919002533
80935,32916,0.0
134837,129715,0.27147629857063293
103912,103496,0.36005568504333496
66305,1020,0.3125207722187042
70699,101626,0.7651652097702026
36010,71246,0.32582420110702515
20953,21687,0.48673418164253235
1612,2292,0.43876293301582336
104650,135416,0.027946433052420616
115462,88153,0.10687929391860962
43270,16665,0.14413931965827942
11860,2052,0.5735098123550415
2761,93196,0.1456747204065323
132357,100528,0.0980871170759201
108255,125859,0.010054794140160084
17723,54008,0.414678156375885
21096,106662,0.354932963848114
10589,12051,0.20065367221832275
55492,117303,0.14278268814086914
45992,27322,0.08920246362686157
46323,41691,0.1048143208026886
6262,50431,0.08754146099090576
111656,104175,0.15349306166172028
133980,117894,0.0
65297,91406,0.3080877363681793
17426,40859,0.023573782294988632
70335,70331,0.6385264992713928
110393,100881,0.2520277798175812
100015,68775,0.1254545897245407
102174,48575,-0.047739427536726
30360,66210,0.4270652234554291
6650,79294,0.310306191444397
113645,92031,0.22615982592105865
6941,75457,0.13428181409835815
102645,131579,0.024897990748286247
122245,67620,0.18077301979064941
38400,88968,0.13622170686721802
48242,117265,0.13842861354351044
135936,28605,0.0
47142,20098,0.1672806590795517
11169,11587,0.3218657076358795
69245,132988,-0.015700742602348328
69244,137893,0.0
100607,3945,0.025638509541749954
94914,66712,0.08196119964122772
118398,41416,0.13212598860263824
64723,114423,0.09553176909685135
132008,18564,0.19212812185287476
135142,48668,-0.032486043870449066
97354,93507,0.0
20344,56353,0.26968908309936523
61965,7518,0.08341898024082184
65991,110310,0.0
40982,40429,0.4788336753845215
8683,126006,0.13901256024837494
18052,99102,0.07375610619783401
96242,135325,0.0
38949,4978,0.578298807144165
7693,39527,0.4913194477558136
115881,8827,-0.01185678318142891
19643,49201,0.6450697779655457
66953,39106,0.1582491397857666
12890,48862,0.6110686659812927
36777,32764,0.2931957244873047
85471,49788,0.554656982421875
18749,36291,0.33009639382362366
48397,80398,0.044499337673187256
51110,28811,0.4836438000202179
71542,15420,0.07444055378437042
53342,41128,0.0
107270,46260,0.0635303407907486
128318,64694,0.11871562153100967
129071,71728,0.227751225233078
100593,128623,-0.03726721182465553
47300,47297,0.5902484655380249
33254,100777,0.18248651921749115
101695,77534,0.2025081068277359
82957,98409,0.5775140523910522
65187,10180,0.44406867027282715
30496,57914,0.3347659409046173
87998,123671,0.062411535531282425
20581,112836,-0.080030158162117
2348,4029,0.4691105782985687
136694,88238,0.18337562680244446
11767,41543,0.5774972438812256
54678,35403,0.19659799337387085
120484,61271,0.10375791043043137
72017,102953,0.022763777524232864
5744,17528,0.5181057453155518
18733,126758,0.24444909393787384
112011,78181,0.0
101364,2634,0.12350782752037048
7989,23220,0.43932878971099854
43066,58496,0.0
1325,2530,0.8450941443443298
60778,92334,0.1772330403327942
55438,55447,0.5432690382003784
18784,34964,0.6880519390106201
41754,25806,0.6710623502731323
32793,96258,0.22347033023834229
79229,6987,0.0
34669,59467,0.6021809577941895
135610,28947,0.0
110041,37821,0.38882309198379517
89730,112290,-0.016193510964512825
88110,131361,0.09024801105260849
8004,83011,0.0
86882,134214,0.06835256516933441
7302,17594,0.5155521631240845
38640,38722,0.0
7708,131423,0.31987419724464417
47369,8155,0.1919153332710266
101074,24777,0.45632052421569824
115553,105899,0.009291422553360462
23512,117266,-0.029813889414072037
88880,33729,0.157886803150177
103994,96893,0.00568525493144989
11773,27024,0.23595944046974182
9396,66277,0.2509061396121979
110257,90988,0.06704682856798172
10476,11181,0.33417871594429016
66715,99373,0.22297020256519318
17322,133906,-0.026251524686813354
59806,74707,0.11281409114599228
96595,96597,0.6562310457229614
84730,82353,0.3137150704860687
99865,60741,0.23491814732551575
93399,18398,0.06692148000001907
71865,80099,0.13723021745681763
95310,79447,0.2817854881286621
50619,58144,0.6207514405250549
49628,72510,0.18311570584774017
1947,39130,0.5205601453781128
75930,75925,0.5743242502212524
104188,122841,0.18008944392204285
17312,15333,0.3916633129119873
65655,75446,0.37412765622138977
16340,87108,0.0
65396,80781,-0.03503766283392906
31595,24520,0.3628726601600647
82424,7918,0.10438759624958038
94085,37010,0.157115638256073
91638,59398,0.058193638920784
25830,51489,-0.036623820662498474
121553,102098,-0.07355505228042603
87969,97248,0.2116028070449829
55068,55248,0.6036701798439026
64698,44474,0.7521988153457642
86077,89811,0.1735212504863739
119836,39979,0.12115457653999329
111533,15579,0.16502968966960907
115009,57296,0.07310573756694794
85828,36552,0.06258808076381683
22740,46016,0.15313300490379333
15126,568,0.5119900703430176
23333,127804,0.01100628450512886
50486,62198,0.06801500916481018
46853,30022,0.16178405284881592
26806,95915,0.0
12450,12214,0.7462326288223267
21464,68577,0.1680278480052948
14580,17275,0.5727567672729492
8180,19184,0.2041589617729187
4854,19071,0.11498992890119553
134118,126841,0.0706440806388855
6101,6198,0.5689706206321716
27090,12486,0.5368528366088867
120781,60981,0.12515771389007568
4996,27770,0.43646806478500366
13150,118552,0.32692721486091614
7204,24201,0.5540140867233276
103809,43202,0.11082687973976135
124243,55416,0.09612397849559784
24751,32306,0.5285532474517822
6882,6679,0.5271821618080139
127257,9728,0.006766442209482193
2509,1389,0.5033562779426575
47427,130888,0.045404598116874695
56757,73768,0.5858159065246582
39983,76950,0.2598973214626312
8550,40937,-0.09064000844955444
58551,133874,0.05576029419898987
129602,4486,0.3736460506916046
73173,73762,0.7299154996871948
57100,77742,0.20951694250106812
45356,69887,0.3225560188293457
72025,17487,0.6642663478851318
35874,18337,0.335394024848938
2112,17364,0.20752424001693726
17102,128158,0.4250137209892273
101607,109271,0.12180652469396591
25652,78630,0.08230133354663849
16230,30643,0.26470866799354553
98781,112458,0.2382979840040207
14184,96756,0.06510017067193985
20419,89406,-0.01970798522233963
5000,5609,0.6751205921173096
48232,25821,0.5300252437591553
34932,94516,0.6161339282989502
76456,115851,0.0945899486541748
13303,32665,0.45561742782592773
28073,82173,0.4296101927757263
21958,19071,0.36510714888572693
122632,42050,0.17712126672267914
25640,73736,0.38477006554603577
95089,93204,0.3558405637741089
43727,45342,0.5337858200073242
117789,6812,0.21009978652000427
113487,70595,0.2777666449546814
17400,114121,0.3118424117565155
10970,108627,0.13437911868095398
24594,25702,0.6213123798370361
8399,92701,-0.1014881581068039
9388,15924,0.6748018264770508
69022,114666,0.1770806610584259
5425,7196,0.36322447657585144
35645,18212,0.1418009251356125
65676,21116,0.0
49231,90514,0.1071360856294632
24516,16642,0.47676146030426025
89450,89464,0.5941806435585022
14421,16839,0.26508989930152893
15998,52823,0.21420025825500488
74409,122152,0.2575649619102478
99643,24697,0.3025324046611786
6448,124754,0.267153263092041
106311,19929,0.04853051155805588
46656,100104,0.08315366506576538
8617,114806,0.0
64939,72027,0.1513582170009613
29811,72921,0.14386451244354248
32202,112761,0.14881157875061035
92267,134382,0.01289360225200653
103315,108215,0.6293926239013672
9518,9542,0.6198441982269287
52298,83889,0.0
81649,68683,0.6545454859733582
34689,40152,0.40010613203048706
129093,112113,0.0
19525,5138,0.5717862844467163
2445,30048,0.6854695081710815
124745,91619,0.09613240510225296
10457,67096,0.4337805509567261
133670,70621,-0.04621586203575134
51083,78440,-0.013028524816036224
107140,134365,0.04375864937901497
117246,134072,0.1940927654504776
79324,41097,0.18778523802757263
80084,80087,0.3203451633453369
93732,51198,0.1917661726474762
96059,57633,0.13836631178855896
61783,94326,0.6571844220161438
113004,3301,0.09684202820062637
13768,102365,0.22067081928253174
38174,61611,0.031598661094903946
109493,73331,0.15182720124721527
36033,79191,0.5827069878578186
33599,74849,0.16642434895038605
134600,39207,0.1643010526895523
96596,22485,0.0
125313,65157,0.08422470092773438
24299,130221,0.0
63018,34990,0.6363300085067749
72415,116839,-0.02071543037891388
13608,20743,0.6632938385009766
29890,79954,-0.0847126841545105
14367,81208,0.45665135979652405
57961,107812,0.13466784358024597
51047,138235,0.0
38901,46024,0.32967087626457214
137268,126705,0.006895964965224266
103865,75675,0.11980333179235458
2711,86410,0.19161374866962433
103735,76438,0.09605513513088226
427,78020,-0.02760407328605652
16450,29900,0.03639412298798561
121056,130122,0.6141055822372437
26478,26506,0.0
90834,55549,0.0
41486,105736,0.10994601249694824
61122,10879,-0.05694460868835449
21414,10792,0.5849704146385193
9326,97243,0.7302505373954773
134603,123513,0.0
50876,21806,0.3642254173755646
119203,93779,0.1107245609164238
66367,48709,0.518736720085144
46715,103566,-0.02725132554769516
8731,31320,0.17691324651241302
43659,90187,-0.0023204535245895386
13660,132245,0.07996606081724167
6650,13598,0.5129270553588867
125808,84063,0.029738519340753555
26202,33851,0.05811912938952446
29965,89598,0.5568817853927612
70902,55406,0.04405786469578743
64173,78302,0.49264660477638245
99845,76264,0.06257441639900208
97679,77463,0.01202290691435337
24776,33298,0.5164369344711304
95459,48024,-0.0812036395072937
21245,35643,0.17317551374435425
33547,18847,0.5542784929275513
93689,22865,0.11381418257951736
4390,25679,0.5912375450134277
3694,49189,0.10292159020900726
3756,92756,0.0
28965,121285,0.0
100739,48349,0.0
24843,75340,0.32644355297088623
112697,94223,0.42471158504486084
82159,46544,0.12799830734729767
119819,13157,0.11559809744358063
91547,117592,0.5813145637512207
111021,128375,0.06328514218330383
8360,17779,0.011536132544279099
15437,9973,0.23258988559246063
22365,9889,0.13020217418670654
6606,14955,0.5142309069633484
61555,49494,0.17651407420635223
47571,132717,0.30743077397346497
796,3258,0.41023898124694824
107932,97860,0.2201363444328308
122335,8572,0.07243959605693817
74903,104293,0.038180820643901825
26187,26151,0.6677178144454956
53863,125328,0.4650154709815979
57214,101281,0.21137580275535583
84617,19680,0.23874054849147797
92261,120481,-0.017536811530590057
36409,21479,0.03574208542704582
26606,17295,0.11427709460258484
47281,47191,0.6252841949462891
23077,48196,0.0860489010810852
9736,86490,0.2486492395401001
134930,115566,0.2085988074541092
108269,32954,0.3367249369621277
42244,120400,0.15082429349422455
133620,112989,0.11767038702964783
37649,91149,0.20429381728172302
13256,13159,0.5832502841949463
118436,69655,0.17233216762542725
84790,71821,0.10523932427167892
79279,38444,0.07765832543373108
7641,112431,0.13603153824806213
119291,70093,0.0
122252,84364,0.19098281860351562
25088,46642,0.5867483615875244
51191,27415,0.28266388177871704
29309,74717,0.6041628122329712
16120,116360,0.17942023277282715
9708,25394,0.266771137714386
2442,10950,0.47752898931503296
127832,83742,0.033242154866456985
1377,3859,0.6128578186035156
105104,122838,0.04225793108344078
10815,5760,0.5270956158638
56926,106594,0.05513545498251915
20336,18032,0.5319510698318481
86626,105417,0.4128495454788208
81666,100611,0.012019813992083073
120097,15169,0.13504073023796082
77896,136708,0.3091772794723511
40428,106582,0.0
26858,69755,0.2710016965866089
65990,17728,0.10203753411769867
76348,81854,0.0
91259,41739,0.0
65647,116854,0.21407347917556763
127052,21966,0.09436200559139252
109125,82113,0.7106180787086487
13706,5708,0.37340840697288513
16155,38585,0.12046526372432709
79689,49843,0.2123068869113922
18831,123990,0.11432892084121704
3697,69808,0.314291775226593
71384,71446,0.6991592049598694
36732,91813,-0.027260184288024902
133315,114266,0.009755365550518036
133441,133443,0.3924269676208496
15275,81055,-0.03218097239732742
53881,5189,0.011858005076646805
106336,106248,0.6631877422332764
10073,66589,0.7037108540534973
30903,64152,0.0
29791,10170,0.648572564125061
136510,2151,0.0
118153,50760,0.28226375579833984
31033,132091,0.07798483222723007
48231,103243,0.49237877130508423
31075,31093,0.7192236185073853
45175,35336,0.07150454819202423
73201,126766,0.0
104496,103649,0.16022250056266785
53731,115588,0.1198204830288887
45914,119228,0.2804928719997406
78404,17569,0.619720995426178
68104,116641,0.12397982180118561
103485,106054,0.4519199728965759
11740,72472,0.29696792364120483
79508,84843,0.07503579556941986
34162,34078,0.7273978590965271
27145,88988,0.3592923581600189
10102,6184,0.2828630805015564
77345,23090,0.0
19804,40071,0.47482550144195557
4325,114249,0.2056267261505127
33293,45879,0.3533984422683716
71649,112715,0.11800386756658554
100372,69666,0.16376136243343353
116930,17862,0.055560402572155
122363,82132,0.268648624420166
105742,53392,0.18625561892986298
80155,74494,0.1657753586769104
6391,88133,0.07548945397138596
137508,128702,0.0
5948,37692,0.5555016994476318
34310,98722,0.6721985340118408
120629,87399,0.09280380606651306
73653,120329,0.06620358675718307
51234,74183,0.48289865255355835
4860,6779,0.4910932779312134
101413,102118,0.6894383430480957
88032,7137,0.1905556172132492
94371,133368,0.1307186484336853
107600,6705,0.3186250925064087
71934,97051,0.413422167301178
65424,51651,0.5601134300231934
112870,11155,-0.07285339385271072
13287,54685,0.01830897107720375
5605,136908,0.0
14186,11618,0.40878212451934814
83237,20769,0.0
1039,115681,0.28726819157600403
29186,125453,0.11058837175369263
89407,132155,0.27866777777671814
111292,105309,0.10448287427425385
14421,16591,0.49399334192276
124030,34551,0.28552451729774475
56104,62596,0.23475413024425507
103737,104696,0.8528037071228027
135313,114202,-0.004780272021889687
22726,95242,0.10825841873884201
47638,15580,0.454010546207428
68119,12645,0.22268414497375488
87655,129772,-0.045773111283779144
37862,132215,0.0
92650,131173,0.029989860951900482
132666,49485,0.23546019196510315
88844,78680,0.537442684173584
72660,68163,0.6806515455245972
96813,10251,0.08115734905004501
130389,118010,-0.014236072078347206
76037,57570,0.2641814351081848
137082,9783,0.15325585007667542
90996,98322,0.711445689201355
9006,4874,0.09448140114545822
65534,113363,0.5700738430023193
88283,18072,0.49921780824661255
42804,7254,0.5718523859977722
42435,73222,0.03385473042726517
5587,62595,0.4899418354034424
63641,10893,0.08822114765644073
17010,81246,0.185730442404747
4008,63537,0.5460630655288696
11857,3024,0.0
16681,97428,-0.0010883770883083344
10766,64410,0.07205633074045181
59565,59618,0.6138542294502258
80585,67708,0.13206717371940613
27086,18008,0.35793328285217285
92450,6784,0.032443318516016006
138236,58231,0.13145595788955688
11882,20752,0.3409399092197418
87622,63527,0.06466228514909744
97016,20822,0.07324445992708206
73384,67346,0.45520293712615967
100786,304,0.14880254864692688
20262,88521,0.6440685391426086
29361,103375,-0.11236090958118439
14843,54776,0.5375540256500244
16198,136205,0.0
10766,83833,0.00020289793610572815
22829,49715,0.36608994007110596
116506,84380,0.2462480217218399
128627,88615,0.3374548852443695
135544,57202,0.1827988624572754
129718,1132,0.2826806902885437
99837,52354,0.2056942880153656
32527,50393,0.45223358273506165
105700,31055,0.17983639240264893
19002,37771,0.17908471822738647
49783,21618,0.31542259454727173
13185,89084,0.24718835949897766
66153,49670,0.13322673738002777
95375,68460,0.042059533298015594
11224,22090,0.5280641913414001
69697,90822,-0.019351571798324585
1211,38710,0.4042185842990875
2480,71451,0.15326626598834991
121681,32101,0.09078431129455566
54521,30202,0.2755120098590851
50286,102630,0.12822377681732178
67143,117732,0.0675911009311676
54550,101005,0.0
69661,16296,0.0
102601,102781,0.6288862228393555
34947,50621,0.5711016058921814
4487,8725,0.17435996234416962
35941,85451,0.5026960372924805
50640,110478,0.16752415895462036
16779,21393,0.3364005982875824
57844,124049,0.08741224557161331
24113,10829,0.5606240630149841
51871,51946,0.6570302248001099
24532,27067,0.3952183425426483
42623,35917,0.16947166621685028
96337,136922,0.3127620220184326
25996,7866,0.21249374747276306
8061,38743,0.35898372530937195
55221,34519,0.07411149889230728
66945,117131,0.376487672328949
26880,26889,0.6452940702438354
44600,44593,0.390624463558197
20958,37149,0.3104930520057678
33109,35818,0.5263152718544006
10166,110438,0.39055007696151733
10081,49335,0.16377389430999756
57267,76747,0.3836279511451721
38642,42164,0.35707351565361023
50577,52793,0.3967043459415436
44849,16991,0.34928828477859497
77108,93734,0.21405568718910217
95908,95764,0.06621643900871277
802,107290,-0.007804045453667641
41869,70602,0.5702857971191406
34854,35048,0.2697439193725586
118214,112321,0.16436871886253357
195,347,0.0
59731,30081,0.23591497540473938
61716,58812,0.16519755125045776
103274,107419,0.15798097848892212
28126,11852,0.14285330474376678
39013,128004,0.14280863106250763
94161,9890,0.2511407136917114
60628,14367,0.13033142685890198
27589,109240,0.04240941256284714
47405,85583,0.37752479314804077
14754,14771,0.6654680371284485
56721,14738,0.6417785882949829
13242,22763,0.1202908605337143
94034,78176,0.06726500391960144
24262,48553,0.17414554953575134
123421,40348,0.39173755049705505
114037,96988,0.09078694880008698
46161,74025,0.15618759393692017
118017,125939,-0.030685771256685257
52145,44226,0.05656606703996658
48740,13927,0.5392259359359741
13410,10280,0.2849199175834656
55963,125527,0.25643089413642883
125374,7635,0.051427751779556274
83639,129716,0.06918212026357651
43333,27756,0.18666623532772064
75262,80720,0.08621121942996979
75421,17694,0.2025463730096817
65994,103629,0.8150842189788818
106533,41665,0.10832558572292328
25021,43367,0.35895031690597534
104533,25462,0.7361082434654236
104543,104626,0.669742226600647
96247,80118,0.12015032023191452
34754,39265,0.5153723955154419
97628,74351,0.0
45016,69742,0.5517919063568115
98038,86965,0.12838488817214966
86462,75269,0.5151216983795166
128698,60530,0.19201746582984924
80961,65838,0.10911347717046738
44571,15718,0.3017134666442871
53858,37590,0.6969619393348694
138338,32916,0.0
54372,101383,0.4012855291366577
107313,60906,-0.012726560235023499
97087,92558,0.19355791807174683
5479,15942,0.669213593006134
47244,74550,0.6882277727127075
134566,14279,0.1322992891073227
102369,68558,0.19173388183116913
132301,136609,0.0
46837,16656,0.5688841342926025
61886,117540,-0.012192156165838242
92933,91946,0.07687200605869293
110995,6534,0.19577479362487793
44859,76046,0.11240346729755402
23539,102556,-0.02157840132713318
9763,1356,0.6367058753967285
40321,11206,0.6761193871498108
1291,33245,0.456925630569458
119503,115718,0.1654975265264511
36149,137855,0.47190749645233154
71286,134495,0.10900427401065826
34933,25200,0.6004201173782349
4668,34430,0.2720942795276642
103608,75569,0.2527259588241577
105879,86529,-0.04123949259519577
68765,23482,0.07342151552438736
103398,58670,-0.009623497724533081
49008,95855,0.22178304195404053
34291,52334,0.2309827208518982
26051,114473,0.1199164092540741
78067,118843,0.42463934421539307
72644,7419,0.13560140132904053
23214,84991,0.44052639603614807
48870,71888,0.7134494781494141
121092,112410,0.2691659927368164
68223,90501,0.16354161500930786
11114,10808,0.6040354371070862
12054,12011,0.6699835062026978
31798,93504,0.0
9804,9836,0.7293905019760132
28312,28235,0.4884849488735199
92114,73065,-0.019215859472751617
21236,65477,0.19251319766044617
24842,27256,0.5552115440368652
31559,54823,0.202302485704422
60348,26121,0.2887510657310486
88537,29823,0.04687424749135971
107194,60764,-0.02735832706093788
9912,94240,0.0
17482,77782,0.4968424439430237
35954,17954,0.4137735366821289
56301,58217,0.5193473696708679
38850,33155,0.38837870955467224
100269,117662,0.0
32390,7108,0.5361248850822449
24140,89591,0.028685951605439186
130321,138392,0.0
34680,79719,0.1389729231595993
108321,64154,0.11343757808208466
96437,51026,0.057185523211956024
21973,42715,0.271833598613739
25801,626,0.12966306507587433
6638,77302,0.09645896404981613
17101,42271,0.5522071719169617
46969,55612,0.09184161573648453
81003,97997,0.15696798264980316
66595,103411,0.028418533504009247
99496,118454,0.617551863193512
41994,65925,0.5825886726379395
3913,3918,0.5780386924743652
7827,72710,0.5806664824485779
6738,18358,0.29005327820777893
135115,21906,0.09510236978530884
130402,2332,0.09907584637403488
