id1,id2,text_ratio
21962,13767,0.041208117468258136
69529,32531,0.0025809345978476516
112278,105381,0.0
78189,7556,0.0
60473,52898,0.002101984672758638
95799,42054,0.008446948054382805
43282,34839,0.008171780811128116
125736,45936,0.0028573526226871163
37545,101325,0.0
113655,80588,0.0006167775348420349
106240,32858,0.0
69346,65000,0.0
111420,108298,0.022386430274990345
1675,70478,0.00954045435795568
76163,55685,0.009919048408869669
3895,85448,0.007196848038973643
51784,7637,0.01088751804074271
48413,126454,0.001807104279180202
20619,107851,0.0018024413763663763
62117,103881,0.008515054429960894
84216,22596,0.009511691327853903
70387,72113,0.02399876981387226
18107,31768,0.012087753285422572
104717,27413,0.0018715433701315314
121820,77724,0.0015942923942626206
59825,74070,0.021708011427119873
124012,49805,0.001957055003694985
7268,7649,0.00804636976318933
121470,2083,0.002571666206285955
120319,135472,0.001024961073232611
75024,17311,0.017816010370085393
34811,53976,0.0375426858209655
126699,90380,0.006460422239867774
35079,54230,0.005009298613549364
20953,11852,0.006117294443157236
16740,13071,0.002543598907850179
29884,37960,0.0
3391,53145,0.001791882631278579
60364,68844,0.0
63117,45542,0.0003635330281701178
28117,48493,0.03646778673550982
27268,13091,0.04278779728695601
8717,57567,0.023290122204943906
7258,4873,0.05606659707647256
96831,131470,0.00035785890354613886
91518,38672,0.005036085928987166
46156,14567,0.0004056621734854235
29854,114032,0.0038801079299038838
110487,119299,0.0005712593939379646
128654,96695,0.0024059118817019933
73314,20864,0.0
64332,100839,0.003441331464517992
32707,24174,0.012266551989319181
27605,14054,0.0037249536877146648
25127,19485,0.012630881260721228
15864,75208,0.011238291002575137
6052,97245,0.0010689530079874769
86161,45763,0.0050151669018127735
66693,126412,0.0013203319798501046
30271,30041,0.004211735667288564
33944,3611,0.003639928692603513
129192,68491,0.0038773098143847647
33310,131844,0.0018137720696313258
134082,66382,0.0012522518744298853
123711,102750,0.007357408985154321
128480,122562,0.006057173401699555
61391,57188,0.003997509402331426
32701,33649,0.0012172194390353008
8766,21439,0.0010397330652151566
47092,23631,6.29560725052647e-05
48655,125227,0.0013947461287103953
65888,138252,0.0015395638436480857
92091,63536,0.0010577645826463239
85366,111805,0.005945188284069408
133804,33667,0.001104087576774978
34496,135982,0.0008305117872837334
100701,62651,0.0011666342772433931
130835,56033,0.0011984759370166323
5384,32783,0.002054989534223824
25417,18943,0.04600380951850905
5983,93389,0.0029474776242278014
84214,93115,0.0072098069943687506
938,3621,0.046593309966197226
68734,37017,0.005790700430997933
15990,102913,0.0005955640593045625
54963,4114,0.0013258832612316014
82660,23683,0.003985718182486229
32918,107752,0.0
29396,81447,0.04942983507336025
132298,8549,0.0
113623,125888,0.009810355123742101
48872,19876,0.005659094519259104
28151,12760,0.0
25871,29169,0.004470264063694493
102374,85393,0.0737206924602715
87511,15737,0.0034845277312658333
26520,112088,0.0033340926201956464
12767,99472,0.0005008022825064575
49391,68300,0.0008681805006588282
37286,37388,0.03487005665386392
128726,17354,0.00272749545445618
2221,15750,0.006083096558944708
47623,54838,0.00015684993280107393
35052,32337,0.005665829703768788
26583,62252,0.014424559325269225
16140,41472,0.007889338995648226
15065,61385,0.0024233283788588147
78103,24457,0.0056657181460662105
105436,9341,0.008000838083271079
60292,65688,0.050262882282372315
49359,97024,0.00019532015507014544
39864,39930,0.0313380837768428
786,125477,0.003527768271413925
55657,94688,0.0019210928531153651
289,132803,0.0
87167,73167,0.007759740523123476
5068,16960,0.013863314083774943
104241,37418,0.0003208120543238801
61387,129775,0.0038489553425686287
6826,15968,0.050587846405572484
47097,51220,0.17021954128917352
58958,58954,0.024713786235006797
36191,55302,0.006146674996070769
55345,104754,0.07858122926614548
17763,17817,0.03208426462434542
71993,16878,0.000707537200249175
118312,105344,0.004426494253524317
65410,60283,0.0
42905,88452,0.011898865956515728
46520,65115,0.0027215988036373207
10514,59105,0.013613317004855576
78315,88696,0.004779325891929363
125361,107743,0.004312874182144886
29894,41064,0.00036305701021294
43341,40205,0.01896625491961062
104246,82119,0.00014209118600013771
24756,49192,0.029812348945463505
58954,14238,0.0
34729,136895,0.0
47338,101936,0.0
13308,65713,0.013056913198112688
117587,22481,0.0
106566,52678,0.002052666677109336
116891,30630,0.0009280908849779997
92884,12010,0.0012655275885723241
52408,127622,0.0009227873380368819
30979,15942,0.0032069121608018767
80935,32916,0.0
134837,129715,0.00023122615340770783
103912,103496,0.021164013527442377
66305,1020,0.00844212936601671
70699,101626,0.05944363786852047
36010,71246,0.001514923567540233
20953,21687,0.0021734756849072904
1612,2292,0.012462337929390877
104650,135416,0.00046465691800105064
115462,88153,0.001487271902322109
43270,16665,0.0
11860,2052,0.029706667594507213
2761,93196,0.007907783158489563
132357,100528,0.0010819348591429058
108255,125859,0.0024106555515457425
17723,54008,0.00927421842175335
21096,106662,0.001709041961794441
10589,12051,0.0026472777894662926
55492,117303,0.0008431120492859664
45992,27322,0.0
46323,41691,0.001170523813639413
6262,50431,0.003623273447306325
111656,104175,0.0019597288859049527
133980,117894,0.0
65297,91406,0.0022562612501660596
17426,40859,0.0013932662378864091
70335,70331,0.02647498587988073
110393,100881,0.001340524962625541
100015,68775,0.00089419742421613
102174,48575,0.0024352087485789422
30360,66210,0.0023712579657315237
6650,79294,0.014663218157447352
113645,92031,0.009305721960218267
6941,75457,0.0008605511666185072
102645,131579,0.0016478629410709063
122245,67620,0.001733581662846426
38400,88968,0.004979907190190665
48242,117265,0.005513461343343685
135936,28605,0.0
47142,20098,0.0018006104770268106
11169,11587,0.0071145175941492445
69245,132988,0.0002472607821593539
69244,137893,0.0
100607,3945,0.0019273309162026278
94914,66712,0.0013412505933777384
118398,41416,0.0007662903044899804
64723,114423,0.0013175293531710864
132008,18564,0.002746582951211737
135142,48668,0.0016667856944817588
97354,93507,0.0
20344,56353,0.002119960756419761
61965,7518,0.0031436141841932404
65991,110310,0.0
40982,40429,0.009273086806554325
8683,126006,0.0026926895532134293
18052,99102,0.0007897734047137961
96242,135325,0.0
38949,4978,0.005530706506584476
7693,39527,0.014094801808934715
115881,8827,0.004010270962171644
19643,49201,0.023551110108407932
66953,39106,0.002683003005586779
12890,48862,0.007604067984068112
36777,32764,0.005982957349345198
85471,49788,0.04710898020454067
18749,36291,0.0034906791975436316
48397,80398,0.0007692106789352745
51110,28811,0.016613806812352826
71542,15420,0.005626486039242253
53342,41128,0.0
107270,46260,0.0004881878162272117
128318,64694,0.0007847578619125142
129071,71728,0.0016019525850373938
100593,128623,0.0005439208902887009
47300,47297,0.05509763820456163
33254,100777,0.0015174027411693116
101695,77534,0.0020223345114743253
82957,98409,0.011188128094303902
65187,10180,0.006871509455985168
30496,57914,0.0
87998,123671,0.0023811489679705887
20581,112836,0.0017279453297202683
2348,4029,0.025806279893601587
136694,88238,0.0005186067904524723
11767,41543,0.027209808289912006
54678,35403,0.004072112305887083
120484,61271,0.00155754393935044
72017,102953,0.0001478479534609385
5744,17528,0.03666927850549606
18733,126758,0.00312289538730313
112011,78181,0.0
101364,2634,0.0013301799101934626
7989,23220,0.004085907153003612
43066,58496,0.0
1325,2530,0.07104583225644735
60778,92334,0.0008778853489648133
55438,55447,0.008598983371954427
18784,34964,0.04622622195912338
41754,25806,0.059225509219097916
32793,96258,0.0026637548788422632
79229,6987,0.0
34669,59467,0.03431193886468124
135610,28947,0.0
110041,37821,0.0
89730,112290,0.0011295307795946019
88110,131361,0.001993973122333733
8004,83011,0.0
86882,134214,0.003850243658276735
7302,17594,0.020972535022009797
38640,38722,0.0
7708,131423,0.0024174460208944777
47369,8155,0.009185949743185049
101074,24777,0.0015732077180971515
115553,105899,0.0005161858128370304
23512,117266,0.00039230787235151996
88880,33729,0.0009990592944430178
103994,96893,0.0
11773,27024,0.005284882562526467
9396,66277,0.0035268822310518056
110257,90988,0.0016531250391156813
10476,11181,0.004828519187452378
66715,99373,0.0058486625160177755
17322,133906,0.0
59806,74707,0.00018254996817026307
96595,96597,0.03896873455437856
84730,82353,0.01606187619995973
99865,60741,0.002531321730844675
93399,18398,0.001881441855522338
71865,80099,0.003769113446112044
95310,79447,0.0011454435521059568
50619,58144,0.03214391170373429
49628,72510,0.0015999795219501876
1947,39130,0.01584132351503063
75930,75925,0.03258729924202314
104188,122841,0.0067920698513735805
17312,15333,0.0025898719258193774
65655,75446,0.0038682022904889986
16340,87108,0.0
65396,80781,0.0018431681712835616
31595,24520,0.0018539808500904129
82424,7918,0.0031625880567036054
94085,37010,0.00025235943237517295
91638,59398,0.006269869991631529
25830,51489,0.000904463661673095
121553,102098,0.005080630736797556
87969,97248,0.004507954922461381
55068,55248,0.05843026526643317
64698,44474,0.13213779945302984
86077,89811,0.004504473157555492
119836,39979,0.002956028234822173
111533,15579,0.008819361201681732
115009,57296,0.000763306579102267
85828,36552,0.003223649672383399
22740,46016,0.0014714361861518502
15126,568,0.011015901849161612
23333,127804,0.00025028128371165273
50486,62198,0.00021131426463960284
46853,30022,0.0018115179326407826
26806,95915,0.0
12450,12214,0.05936012560161047
21464,68577,0.002215961831497542
14580,17275,0.021227537412522562
8180,19184,0.003082853150218324
4854,19071,0.0009565885646002221
134118,126841,0.0018292435428570062
6101,6198,0.03655066596350838
27090,12486,0.004372872291735585
120781,60981,0.0017443017008566895
4996,27770,0.02117809843087724
13150,118552,0.007054572166068055
7204,24201,0.016771425799108366
103809,43202,0.0008988284966296223
124243,55416,0.0013288423699058408
24751,32306,0.0
6882,6679,0.00942236801789396
127257,9728,0.0018505585002988887
2509,1389,0.01759727104513838
47427,130888,0.0003947356230605779
56757,73768,0.02130211486461011
39983,76950,0.002346208290267756
8550,40937,0.0002523009315117856
58551,133874,0.003899435732143555
129602,4486,0.003948156899762323
73173,73762,0.05261283760967779
57100,77742,0.0035123010355496862
45356,69887,0.0005021713727532033
72025,17487,0.018513156653512757
35874,18337,0.00591001902006643
2112,17364,0.0027875733748286106
17102,128158,0.014724958496331058
101607,109271,0.0001435671037034976
25652,78630,0.0033092404518631716
16230,30643,0.0033453542871354335
98781,112458,0.0036644365457640434
14184,96756,0.0027054345899949544
20419,89406,0.0016804581496545922
5000,5609,0.02087696155568212
48232,25821,0.010687902998634508
34932,94516,0.008938867198865273
76456,115851,0.002776617989418518
13303,32665,0.016436916152890283
28073,82173,0.008521310482057724
21958,19071,0.010811905869396775
122632,42050,0.0020996868278963243
25640,73736,0.011577144295300292
95089,93204,0.0028983581465369663
43727,45342,0.025389068575315695
117789,6812,0.0010704456290741107
113487,70595,0.0026295335233513053
17400,114121,0.006432275744460142
10970,108627,0.011577456207437553
24594,25702,0.0142503723868849
8399,92701,0.0002565026633412328
9388,15924,0.02958119924973466
69022,114666,0.0021326841803204974
5425,7196,0.08037603526015313
35645,18212,0.002721236690849894
65676,21116,0.0
49231,90514,0.00028518207410456096
24516,16642,0.007747208489294093
89450,89464,0.015465867700603732
14421,16839,0.004311333138043981
15998,52823,0.00857594468168288
74409,122152,0.0264329182623639
99643,24697,0.002073774939490219
6448,124754,0.015866753787465805
106311,19929,0.0005036558246010674
46656,100104,0.0010887230673442283
8617,114806,0.0
64939,72027,0.002547686374235502
29811,72921,0.0007970376932200859
32202,112761,0.000413579796697584
92267,134382,0.00097519930584246
103315,108215,0.06403012880630264
9518,9542,0.02238625658581947
52298,83889,0.0
81649,68683,0.06366889044067779
34689,40152,0.00014761885033157818
129093,112113,0.0
19525,5138,0.022792385805061172
2445,30048,0.022960810894269428
124745,91619,0.0047558145901946194
10457,67096,0.023323492545282
133670,70621,0.0015067358757805392
51083,78440,0.000979124224847297
107140,134365,0.0
117246,134072,0.0022947299220683758
79324,41097,0.0033184246613376113
80084,80087,0.002924410905225796
93732,51198,0.00267543136288656
96059,57633,0.0012928618035751
61783,94326,0.02938167611508985
113004,3301,0.007633110256068293
13768,102365,0.003116673812185319
38174,61611,0.00021596938444737565
109493,73331,0.0006349749045720625
36033,79191,0.00624363739857893
33599,74849,0.0021341241207202045
134600,39207,0.004396353062990362
96596,22485,0.0
125313,65157,0.002957287141257329
24299,130221,0.0
63018,34990,0.01639923441971286
72415,116839,0.0024238176283151378
13608,20743,0.06285854416713607
29890,79954,0.0011353860098723104
14367,81208,0.038652362238083236
57961,107812,0.0015464730105533154
51047,138235,0.0
38901,46024,0.0018171834429739995
137268,126705,0.0025625368628695473
103865,75675,0.0014718347200079404
2711,86410,0.008813680864184078
103735,76438,0.003007583716171485
427,78020,0.0034688485973252627
16450,29900,0.0026959487858056923
121056,130122,0.02343355661718912
26478,26506,0.0
90834,55549,0.0
41486,105736,0.0027006909948569034
61122,10879,0.012087133351262212
21414,10792,0.061338691264203174
9326,97243,0.11217182496550936
134603,123513,0.0
50876,21806,0.007915440779159554
119203,93779,0.0008646811996796395
66367,48709,0.006996492975122049
46715,103566,0.0008170315444466973
8731,31320,0.0009821076579450382
43659,90187,0.001356727888589818
13660,132245,0.0036035105522694445
6650,13598,0.009540567119686708
125808,84063,0.0038069734922838586
26202,33851,0.0
29965,89598,0.02034474586463171
70902,55406,0.001696465844419339
64173,78302,0.027668693136133574
99845,76264,0.0005341338845774015
97679,77463,0.0003465602050597915
24776,33298,0.00765204065381952
95459,48024,0.0010783483920668944
21245,35643,0.001435237290083482
33547,18847,0.01395861857630627
93689,22865,0.0025472783355807173
4390,25679,0.020613522544848842
3694,49189,0.0028915730296532973
3756,92756,0.0
28965,121285,0.0
100739,48349,0.0
24843,75340,0.008924834704616018
112697,94223,0.0026489796123144024
82159,46544,0.0010320204581456287
119819,13157,0.0032606507903972875
91547,117592,0.04799296131822057
111021,128375,0.000583309618080672
8360,17779,0.003574525818642632
15437,9973,0.008097816917733994
22365,9889,0.0011182739290644414
6606,14955,0.008560908386931715
61555,49494,0.0003820092729347067
47571,132717,0.002107599819705955
796,3258,0.0040952966917898286
107932,97860,0.0008701256991131102
122335,8572,0.0015010460187746678
74903,104293,0.0015587273358200994
26187,26151,0.036847471452941066
53863,125328,0.004494255293862819
57214,101281,0.0024162947504653845
84617,19680,0.00234686051194406
92261,120481,0.0035802658581619946
36409,21479,0.004289518011860296
26606,17295,0.0015832075312584577
47281,47191,0.018008244585701463
23077,48196,0.00034976839319331095
9736,86490,0.0017487217090822649
134930,115566,0.0009661155863361359
108269,32954,0.005101758315276007
42244,120400,0.0026629360908955358
133620,112989,0.00041153799359409455
37649,91149,0.0035385425608909634
13256,13159,0.03219872106893061
118436,69655,0.001030958860664741
84790,71821,0.0012173290134728215
79279,38444,0.005345118852100663
7641,112431,0.0004443015449822625
119291,70093,0.0
122252,84364,0.0034518028952035553
25088,46642,0.02300623434755895
51191,27415,0.0011506914901416288
29309,74717,0.03995030918630054
16120,116360,0.006387279458405472
9708,25394,0.005279525990231215
2442,10950,0.013033770679259156
127832,83742,0.0021438409294257
1377,3859,0.008120273308100246
105104,122838,0.0071582170085849476
10815,5760,0.016315892241421277
56926,106594,0.004998955481218724
20336,18032,0.02451364030764268
86626,105417,0.004343470377842152
81666,100611,0.003409909779380854
120097,15169,0.0009614640153228965
77896,136708,0.007553377381334076
40428,106582,0.0
26858,69755,0.006417118207233806
65990,17728,0.0031758581374167665
76348,81854,0.0
91259,41739,0.0
65647,116854,0.004668791163268522
127052,21966,0.0
109125,82113,0.06990530230804606
13706,5708,0.013009353895916648
16155,38585,0.00014007724873279468
79689,49843,0.00265955853280974
18831,123990,0.002402369535361573
3697,69808,0.003655674510434358
71384,71446,0.03402069602220582
36732,91813,0.0012942578093967161
133315,114266,0.00325759596937718
133441,133443,0.025623839195679742
15275,81055,0.001379427064458152
53881,5189,0.0016690345800535336
106336,106248,0.09940523864147856
10073,66589,0.0417200709773581
30903,64152,0.0
29791,10170,0.04022093313955298
136510,2151,0.0
118153,50760,0.004088562377344141
31033,132091,0.0004528696503280851
48231,103243,0.007098659331450228
31075,31093,0.09756079164234742
45175,35336,0.006037800268081369
73201,126766,0.0
104496,103649,0.0035396273874570604
53731,115588,0.0014208760156821328
45914,119228,0.0016407079873688444
78404,17569,0.009279935730182808
68104,116641,0.001926146550029835
103485,106054,0.044233518424025904
11740,72472,0.004437954760431489
79508,84843,0.00055049592431661
34162,34078,0.05766171553360861
27145,88988,0.01267851087678734
10102,6184,0.003392577409326019
77345,23090,0.0
19804,40071,0.0071671404890564115
4325,114249,0.004662851260801602
33293,45879,0.010232903387903572
71649,112715,0.0007983961009040071
100372,69666,0.002907518152135697
116930,17862,0.004607344411153076
122363,82132,0.011253745334905823
105742,53392,0.0026046450319498976
80155,74494,0.001125318466505479
6391,88133,0.00018899311480561213
137508,128702,0.0
5948,37692,0.010998972859867681
34310,98722,0.053758518951635796
120629,87399,0.0016746875718684703
73653,120329,0.00315829901015153
51234,74183,0.049624909640265086
4860,6779,0.0070577758202066245
101413,102118,0.05069781594769228
88032,7137,0.006086266927209141
94371,133368,5.83213025365633e-05
107600,6705,0.005198819552479634
71934,97051,0.00703748340060367
65424,51651,0.012405858877437606
112870,11155,0.002006727345001897
13287,54685,0.002161303941050908
5605,136908,0.0
14186,11618,0.015180542240510023
83237,20769,0.0
1039,115681,0.0008841821083323915
29186,125453,0.00047549058157883616
89407,132155,0.0038206985532814315
111292,105309,0.004849379733326072
14421,16591,0.0038097567974973265
124030,34551,0.0011768420935401667
56104,62596,0.0013959594293943864
103737,104696,0.169581518265178
135313,114202,0.0005176853269393735
22726,95242,0.004757061949950533
47638,15580,0.005823608700063385
68119,12645,0.0019189504792220815
87655,129772,0.0001726734682647952
37862,132215,0.0
92650,131173,0.005239404071768707
132666,49485,0.0
88844,78680,0.028494613885774442
72660,68163,0.012698151456346111
96813,10251,0.000639442288207888
130389,118010,0.0010239389427734
76037,57570,0.009832907478754108
137082,9783,0.00574575809143104
90996,98322,0.07846019728401679
9006,4874,0.0013466919565292609
65534,113363,0.009552112928747915
88283,18072,0.002986831523880776
42804,7254,0.021223380335832265
42435,73222,0.0011276692205003632
5587,62595,0.050264408291380694
63641,10893,0.0015050031701034357
17010,81246,0.0002722765847362086
4008,63537,0.01368159992185175
11857,3024,0.0
16681,97428,0.00217332809398542
10766,64410,0.000136508247988
59565,59618,0.006407043661514675
80585,67708,0.002109215572447666
27086,18008,0.012978718979068833
92450,6784,0.0011793163104388742
138236,58231,0.0007156827893378967
11882,20752,0.0008682616793937625
87622,63527,0.002072620702645512
97016,20822,0.0011534728167095487
73384,67346,0.0052394150543790706
100786,304,0.001226428897879168
20262,88521,0.03768815237707839
29361,103375,0.00279562483502976
14843,54776,0.04475538568326039
16198,136205,0.0
10766,83833,0.00050570234016801
22829,49715,0.003732238697438083
116506,84380,0.00039879136076243263
128627,88615,0.008000507595623143
135544,57202,0.003331429408832688
129718,1132,9.19048753251364e-05
99837,52354,0.000979886464795809
32527,50393,0.005858453996535307
105700,31055,0.002389001869568126
19002,37771,0.0006410356891462628
49783,21618,0.0
13185,89084,0.001729735848365235
66153,49670,0.005078609158969241
95375,68460,0.006567190074526223
11224,22090,0.009904520189739488
69697,90822,0.0001134522632533538
1211,38710,0.012115750530790392
2480,71451,0.0007498909296554375
121681,32101,0.0015697812650705
54521,30202,0.001007211641420289
50286,102630,0.0012126201751457967
67143,117732,0.003365833704965678
54550,101005,0.0
69661,16296,0.0
102601,102781,0.11563338925935915
34947,50621,0.022746135594158223
4487,8725,0.008103877817976973
35941,85451,0.0036838077383769224
50640,110478,0.0011972094530374115
16779,21393,0.002086225740416447
57844,124049,0.0029496359586540363
24113,10829,0.012411029741345848
51871,51946,0.0687439136550681
24532,27067,0.007941085789485864
42623,35917,0.005960455128566354
96337,136922,0.0008420564954221377
25996,7866,0.004366046870648859
8061,38743,0.0021756512751761655
55221,34519,0.001318073231961599
66945,117131,0.009637313966008679
26880,26889,0.055439631678588536
44600,44593,0.01593594456663242
20958,37149,0.0
33109,35818,0.007845435841174423
10166,110438,0.0170260997177514
10081,49335,0.0021127867609788973
57267,76747,0.01770640328233501
38642,42164,0.015493632349010654
50577,52793,0.003254078207423112
44849,16991,0.009925290588158301
77108,93734,0.008455027857813208
95908,95764,0.007080676546872581
802,107290,0.00026345504368946346
41869,70602,0.019595864909918725
34854,35048,0.0009103004121144188
118214,112321,0.008554291751871008
195,347,0.0
59731,30081,0.00249862184462428
61716,58812,0.0033691288964251198
103274,107419,0.0032891453862412823
28126,11852,0.002745554453532788
39013,128004,0.0019355719917319464
94161,9890,0.006119321570773651
60628,14367,0.0030385146976497396
27589,109240,0.001017770043638127
47405,85583,0.0035386776511632367
14754,14771,0.09153954603330078
56721,14738,0.12648998894954613
13242,22763,0.0009412541374441152
94034,78176,0.00202742951572096
24262,48553,0.0028698105834049103
123421,40348,0.00916979280300208
114037,96988,0.010240758170063393
46161,74025,0.001305127128400954
118017,125939,0.004499023345190511
52145,44226,0.0009219872413131482
48740,13927,0.0015317645546419527
13410,10280,0.0017496924532860465
55963,125527,0.002132738411885026
125374,7635,0.0012477103948831528
83639,129716,0.0015711046167345797
43333,27756,0.0020996579663330917
75262,80720,0.0008296705970660319
75421,17694,0.0024075042502913887
65994,103629,0.08188036330541346
106533,41665,0.0006380697332176193
25021,43367,0.0019880344427486616
104533,25462,0.09078786495415873
104543,104626,0.04242486755075741
96247,80118,0.00048491085653801095
34754,39265,0.016056660016058964
97628,74351,0.0
45016,69742,0.0637580762126719
98038,86965,0.00269258068124802
86462,75269,0.00434294098586787
128698,60530,0.0021826190637191877
80961,65838,0.0066680913558686775
44571,15718,0.009485756564747655
53858,37590,0.02304274225701949
138338,32916,0.0
54372,101383,0.01575675032956368
107313,60906,0.0011536059975109363
97087,92558,0.0005941466323401923
5479,15942,0.04724132194229753
47244,74550,0.06919860775866998
134566,14279,0.0005770347814134989
102369,68558,0.0014740258937319664
132301,136609,0.0
46837,16656,0.04624759091937275
61886,117540,0.000717884541839685
92933,91946,0.0011772030074399
110995,6534,0.008813318438555581
44859,76046,0.001567168068612047
23539,102556,0.005889819739419663
9763,1356,0.03686927687350886
40321,11206,0.08720369654139151
1291,33245,0.0033013340970065395
119503,115718,0.0009079942632387192
36149,137855,0.0038425680799663827
71286,134495,0.0013488946674831853
34933,25200,0.05521509208984404
4668,34430,0.0029928156057087516
103608,75569,0.001634234517202313
105879,86529,0.0014346122968036672
68765,23482,0.004098286294513959
103398,58670,0.0008699873580666732
49008,95855,0.004128625118110512
34291,52334,0.001089541819049925
26051,114473,0.0010283797588522148
78067,118843,0.004491717286612193
72644,7419,0.0028827249490053614
23214,84991,0.01806527563385479
48870,71888,0.03898359666123127
121092,112410,0.0014929020819785465
68223,90501,0.0
11114,10808,0.027162283221023452
12054,12011,0.027495454509805447
31798,93504,0.0
9804,9836,0.03639106168822115
28312,28235,0.01861557931900976
92114,73065,0.00057188958663233
21236,65477,0.0005018691849471167
24842,27256,0.029977402655905153
31559,54823,0.002370439966644749
60348,26121,0.005431529527877411
88537,29823,0.005453144174283046
107194,60764,0.0032410928458089833
9912,94240,0.0
17482,77782,0.025242062962997316
35954,17954,0.007301640737275409
56301,58217,0.020432637360182134
38850,33155,0.0034009538081470293
100269,117662,0.0
32390,7108,0.017496165137807763
24140,89591,0.0010035019748793781
130321,138392,0.0
34680,79719,0.0011069560979686825
108321,64154,0.00017480582230123076
96437,51026,0.001792230716697315
21973,42715,0.0016208826766399996
25801,626,0.0020245643921153124
