id1,id2,common_neighbors,jaccard,adamic_adar,shortest_path
16336,107314,0.0,0.0,0.0,1.0
114912,34953,0.0,0.0,0.0,-1.0
31630,22856,0.0,0.0,0.0,-1.0
110240,95382,0.0,0.0,0.0,-1.0
10042,89794,0.0,0.0,0.0,1.0
27673,51569,0.0,0.0,0.0,-1.0
10167,94816,0.0,0.0,0.0,-1.0
55708,45047,0.0,0.0,0.0,-1.0
130599,47667,0.0,0.0,0.0,-1.0
72690,129542,0.0,0.0,0.0,1.0
3252,19836,0.0,0.0,0.0,6.0
16171,17905,0.0,0.0,0.0,1.0
493,96309,1.0,0.03125,0.43429448190325176,1.0
5068,16685,24.0,0.05286343612334802,5.668320884582366,1.0
113786,110799,0.0,0.0,0.0,-1.0
105497,121807,0.0,0.0,0.0,1.0
46166,127721,0.0,0.0,0.0,9.0
103890,90475,0.0,0.0,0.0,-1.0
121918,108113,0.0,0.0,0.0,-1.0
26920,32033,1.0,0.03125,0.16252940760139617,1.0
73645,73669,1.0,0.09090909090909091,0.45511961331341866,1.0
104568,42295,0.0,0.0,0.0,-1.0
126647,51165,0.0,0.0,0.0,-1.0
78474,44497,0.0,0.0,0.0,-1.0
48674,68131,0.0,0.0,0.0,-1.0
24489,36547,6.0,0.07407407407407407,1.839940791082225,1.0
89737,97014,0.0,0.0,0.0,1.0
48419,103862,2.0,0.023809523809523808,0.6107460941041915,1.0
21455,64553,0.0,0.0,0.0,-1.0
73137,67340,0.0,0.0,0.0,-1.0
47554,112723,0.0,0.0,0.0,-1.0
33307,53522,0.0,0.0,0.0,8.0
40490,51733,1.0,0.02564102564102564,0.18164210338163472,-1.0
92168,55627,0.0,0.0,0.0,-1.0
29960,20632,3.0,0.0625,0.7336897992700899,1.0
25626,106046,0.0,0.0,0.0,-1.0
53769,16320,7.0,0.04827586206896552,1.7085932140641087,1.0
60923,139,0.0,0.0,0.0,-1.0
19525,19554,19.0,0.11242603550295859,4.646781585348382,1.0
73891,134526,0.0,0.0,0.0,-1.0
4240,41689,8.0,0.03404255319148936,1.761118545039618,1.0
57299,26285,0.0,0.0,0.0,-1.0
17846,69861,0.0,0.0,0.0,1.0
48882,18576,1.0,0.02564102564102564,0.12884407620482083,1.0
113986,67142,0.0,0.0,0.0,-1.0
15175,106750,0.0,0.0,0.0,10.0
12942,63256,5.0,0.004699248120300752,1.2967806257057155,1.0
38778,125526,0.0,0.0,0.0,6.0
43165,136170,0.0,0.0,0.0,1.0
78695,118454,0.0,0.0,0.0,-1.0
28966,26104,0.0,0.0,0.0,-1.0
17780,47848,0.0,0.0,0.0,-1.0
60755,92445,0.0,0.0,0.0,6.0
134937,89971,0.0,0.0,0.0,1.0
99354,85148,0.0,0.0,0.0,-1.0
112860,75715,0.0,0.0,0.0,-1.0
71029,37016,3.0,0.08823529411764706,0.810837238949995,1.0
27202,80301,13.0,0.10483870967741936,2.8246053942625386,1.0
134466,47444,0.0,0.0,0.0,-1.0
85534,113909,0.0,0.0,0.0,-1.0
31106,32882,0.0,0.0,0.0,4.0
63900,135978,0.0,0.0,0.0,-1.0
120037,37448,0.0,0.0,0.0,-1.0
5935,30765,0.0,0.0,0.0,9.0
30636,33532,0.0,0.0,0.0,-1.0
37878,32240,5.0,0.0847457627118644,1.1252700954828176,1.0
28351,127244,0.0,0.0,0.0,-1.0
17900,17993,7.0,0.03804347826086957,1.7187932203367489,1.0
39178,24647,0.0,0.0,0.0,1.0
73664,966,0.0,0.0,0.0,-1.0
20846,49263,0.0,0.0,0.0,-1.0
22207,30185,1.0,0.029411764705882353,0.3789231816899512,1.0
103056,104822,5.0,0.05,1.3198984658137547,1.0
53840,116574,0.0,0.0,0.0,12.0
17135,95861,0.0,0.0,0.0,-1.0
111881,128182,0.0,0.0,0.0,-1.0
57563,2097,0.0,0.0,0.0,-1.0
31167,3426,1.0,0.016129032258064516,0.1656212948674457,1.0
35706,67862,0.0,0.0,0.0,4.0
130534,87954,0.0,0.0,0.0,-1.0
124795,36675,0.0,0.0,0.0,-1.0
51558,42379,0.0,0.0,0.0,-1.0
105104,129399,0.0,0.0,0.0,-1.0
19358,132365,0.0,0.0,0.0,-1.0
81242,124418,0.0,0.0,0.0,8.0
85067,59264,0.0,0.0,0.0,-1.0
81086,24130,0.0,0.0,0.0,-1.0
121169,14149,0.0,0.0,0.0,-1.0
87459,20841,0.0,0.0,0.0,-1.0
9690,68976,0.0,0.0,0.0,-1.0
21962,13767,10.0,0.08403361344537816,2.4367691618482366,1.0
69529,32531,0.0,0.0,0.0,-1.0
112278,105381,0.0,0.0,0.0,-1.0
78189,7556,0.0,0.0,0.0,1.0
60473,52898,0.0,0.0,0.0,-1.0
95799,42054,0.0,0.0,0.0,-1.0
43282,34839,9.0,0.08737864077669903,2.090469313225299,1.0
125736,45936,0.0,0.0,0.0,-1.0
37545,101325,0.0,0.0,0.0,-1.0
113655,80588,0.0,0.0,0.0,-1.0
106240,32858,0.0,0.0,0.0,-1.0
69346,65000,0.0,0.0,0.0,-1.0
111420,108298,0.0,0.0,0.0,1.0
1675,70478,0.0,0.0,0.0,1.0
76163,55685,0.0,0.0,0.0,-1.0
3895,85448,0.0,0.0,0.0,7.0
51784,7637,0.0,0.0,0.0,-1.0
48413,126454,0.0,0.0,0.0,-1.0
20619,107851,0.0,0.0,0.0,-1.0
62117,103881,0.0,0.0,0.0,1.0
84216,22596,4.0,0.07407407407407407,1.4747066746707536,1.0
70387,72113,2.0,0.03333333333333333,0.6563691994070403,1.0
18107,31768,1.0,0.019230769230769232,0.14996487263874536,-1.0
104717,27413,0.0,0.0,0.0,-1.0
121820,77724,0.0,0.0,0.0,-1.0
59825,74070,6.0,0.09836065573770492,1.4281821096001428,1.0
124012,49805,0.0,0.0,0.0,-1.0
7268,7649,1.0,0.0125,0.1566537104442394,1.0
121470,2083,0.0,0.0,0.0,-1.0
120319,135472,0.0,0.0,0.0,-1.0
75024,17311,0.0,0.0,0.0,4.0
34811,53976,4.0,0.057971014492753624,1.1218414309923197,1.0
126699,90380,0.0,0.0,0.0,1.0
35079,54230,0.0,0.0,0.0,-1.0
20953,11852,79.0,0.09575757575757576,23.038215620867955,1.0
16740,13071,0.0,0.0,0.0,-1.0
29884,37960,0.0,0.0,0.0,-1.0
3391,53145,0.0,0.0,0.0,5.0
60364,68844,0.0,0.0,0.0,10.0
63117,45542,0.0,0.0,0.0,-1.0
28117,48493,14.0,0.008905852417302799,4.3195066915216485,1.0
27268,13091,9.0,0.10227272727272728,1.6767587845429568,1.0
8717,57567,3.0,0.13043478260869565,0.8361400114601147,1.0
7258,4873,4.0,0.06666666666666667,0.9173998546858428,1.0
96831,131470,0.0,0.0,0.0,-1.0
91518,38672,0.0,0.0,0.0,-1.0
46156,14567,0.0,0.0,0.0,-1.0
29854,114032,0.0,0.0,0.0,-1.0
110487,119299,0.0,0.0,0.0,-1.0
128654,96695,0.0,0.0,0.0,-1.0
73314,20864,0.0,0.0,0.0,-1.0
64332,100839,0.0,0.0,0.0,-1.0
32707,24174,4.0,0.06666666666666667,0.8815681131801654,1.0
27605,14054,1.0,0.0037735849056603774,0.48089834696298783,1.0
25127,19485,6.0,0.041379310344827586,1.2582908564426936,1.0
15864,75208,0.0,0.0,0.0,-1.0
6052,97245,0.0,0.0,0.0,-1.0
86161,45763,0.0,0.0,0.0,-1.0
66693,126412,0.0,0.0,0.0,-1.0
30271,30041,1.0,0.04,0.1581636506785181,-1.0
33944,3611,0.0,0.0,0.0,-1.0
129192,68491,0.0,0.0,0.0,-1.0
33310,131844,0.0,0.0,0.0,-1.0
134082,66382,0.0,0.0,0.0,-1.0
123711,102750,1.0,0.01818181818181818,0.2729584204093974,1.0
128480,122562,0.0,0.0,0.0,-1.0
61391,57188,0.0,0.0,0.0,-1.0
32701,33649,0.0,0.0,0.0,-1.0
8766,21439,0.0,0.0,0.0,-1.0
47092,23631,0.0,0.0,0.0,3.0
48655,125227,0.0,0.0,0.0,-1.0
65888,138252,0.0,0.0,0.0,-1.0
92091,63536,0.0,0.0,0.0,-1.0
85366,111805,0.0,0.0,0.0,-1.0
133804,33667,0.0,0.0,0.0,-1.0
34496,135982,0.0,0.0,0.0,-1.0
100701,62651,0.0,0.0,0.0,-1.0
130835,56033,0.0,0.0,0.0,-1.0
5384,32783,0.0,0.0,0.0,-1.0
25417,18943,0.0,0.0,0.0,1.0
5983,93389,0.0,0.0,0.0,-1.0
84214,93115,0.0,0.0,0.0,-1.0
938,3621,5.0,0.16129032258064516,1.2763323677122551,1.0
68734,37017,1.0,0.03225806451612903,0.3396232718951086,1.0
15990,102913,0.0,0.0,0.0,-1.0
54963,4114,0.0,0.0,0.0,7.0
82660,23683,0.0,0.0,0.0,-1.0
32918,107752,0.0,0.0,0.0,-1.0
29396,81447,2.0,0.024691358024691357,0.6318718142953302,1.0
132298,8549,0.0,0.0,0.0,-1.0
113623,125888,0.0,0.0,0.0,-1.0
48872,19876,1.0,0.003472222222222222,0.14097602670981493,1.0
28151,12760,0.0,0.0,0.0,-1.0
25871,29169,0.0,0.0,0.0,9.0
102374,85393,4.0,0.21052631578947367,1.2589399658313365,1.0
87511,15737,0.0,0.0,0.0,-1.0
26520,112088,0.0,0.0,0.0,7.0
12767,99472,0.0,0.0,0.0,-1.0
49391,68300,0.0,0.0,0.0,-1.0
37286,37388,3.0,0.08823529411764706,0.6010579174699975,1.0
128726,17354,0.0,0.0,0.0,-1.0
2221,15750,0.0,0.0,0.0,5.0
47623,54838,0.0,0.0,0.0,-1.0
35052,32337,0.0,0.0,0.0,-1.0
26583,62252,5.0,0.010395010395010396,1.3697831154451812,1.0
16140,41472,0.0,0.0,0.0,3.0
15065,61385,0.0,0.0,0.0,-1.0
78103,24457,0.0,0.0,0.0,-1.0
105436,9341,2.0,0.058823529411764705,1.007347187947156,1.0
60292,65688,1.0,0.008620689655172414,0.2835784920513334,1.0
49359,97024,0.0,0.0,0.0,-1.0
39864,39930,1.0,0.045454545454545456,0.1526798968915619,1.0
786,125477,0.0,0.0,0.0,7.0
55657,94688,0.0,0.0,0.0,-1.0
289,132803,0.0,0.0,0.0,10.0
87167,73167,3.0,0.07317073170731707,0.9158029139129833,1.0
5068,16960,5.0,0.011160714285714286,1.087310948093394,1.0
104241,37418,0.0,0.0,0.0,-1.0
61387,129775,0.0,0.0,0.0,-1.0
6826,15968,10.0,0.01757469244288225,2.3603802651774175,1.0
47097,51220,7.0,0.1794871794871795,1.9425383825474378,1.0
58958,58954,12.0,0.17647058823529413,3.379522533235506,1.0
36191,55302,0.0,0.0,0.0,1.0
55345,104754,2.0,0.04878048780487805,0.7318793055547124,1.0
17763,17817,1.0,0.02127659574468085,0.2222316216158104,1.0
71993,16878,0.0,0.0,0.0,-1.0
118312,105344,0.0,0.0,0.0,-1.0
65410,60283,0.0,0.0,0.0,-1.0
42905,88452,6.0,0.05504587155963303,1.5846516282911665,1.0
46520,65115,0.0,0.0,0.0,4.0
10514,59105,3.0,0.04477611940298507,0.7291385750786852,1.0
78315,88696,0.0,0.0,0.0,1.0
125361,107743,0.0,0.0,0.0,-1.0
29894,41064,0.0,0.0,0.0,-1.0
43341,40205,30.0,0.24,7.308537779649143,1.0
104246,82119,0.0,0.0,0.0,-1.0
24756,49192,2.0,0.025,0.4155286526949379,1.0
58954,14238,0.0,0.0,0.0,-1.0
34729,136895,0.0,0.0,0.0,-1.0
47338,101936,0.0,0.0,0.0,-1.0
13308,65713,4.0,0.019801980198019802,1.0180866884476873,1.0
117587,22481,0.0,0.0,0.0,-1.0
106566,52678,0.0,0.0,0.0,-1.0
116891,30630,0.0,0.0,0.0,-1.0
92884,12010,0.0,0.0,0.0,-1.0
52408,127622,0.0,0.0,0.0,-1.0
30979,15942,0.0,0.0,0.0,-1.0
80935,32916,0.0,0.0,0.0,-1.0
134837,129715,0.0,0.0,0.0,-1.0
103912,103496,19.0,0.1366906474820144,5.886803824825944,1.0
66305,1020,0.0,0.0,0.0,-1.0
70699,101626,2.0,0.06451612903225806,0.6676014366523757,1.0
36010,71246,1.0,0.034482758620689655,0.18232215561052253,1.0
20953,21687,3.0,0.004694835680751174,0.6310674667765931,1.0
1612,2292,4.0,0.07547169811320754,0.9497624988367805,1.0
104650,135416,0.0,0.0,0.0,-1.0
115462,88153,0.0,0.0,0.0,-1.0
43270,16665,0.0,0.0,0.0,-1.0
11860,2052,8.0,0.021447721179624665,2.0084295253746607,1.0
2761,93196,0.0,0.0,0.0,5.0
132357,100528,0.0,0.0,0.0,-1.0
108255,125859,0.0,0.0,0.0,-1.0
17723,54008,2.0,0.0031007751937984496,0.7059122477295223,1.0
21096,106662,1.0,0.001095290251916758,0.30341307554227914,1.0
10589,12051,0.0,0.0,0.0,-1.0
55492,117303,0.0,0.0,0.0,-1.0
45992,27322,0.0,0.0,0.0,-1.0
46323,41691,0.0,0.0,0.0,-1.0
6262,50431,0.0,0.0,0.0,-1.0
111656,104175,0.0,0.0,0.0,-1.0
133980,117894,0.0,0.0,0.0,-1.0
65297,91406,0.0,0.0,0.0,-1.0
17426,40859,0.0,0.0,0.0,-1.0
70335,70331,5.0,0.16129032258064516,1.538061378612087,1.0
110393,100881,0.0,0.0,0.0,-1.0
100015,68775,0.0,0.0,0.0,-1.0
102174,48575,0.0,0.0,0.0,-1.0
30360,66210,2.0,0.007722007722007722,0.3738326747737051,1.0
6650,79294,0.0,0.0,0.0,4.0
113645,92031,0.0,0.0,0.0,-1.0
6941,75457,0.0,0.0,0.0,-1.0
102645,131579,0.0,0.0,0.0,-1.0
122245,67620,0.0,0.0,0.0,-1.0
38400,88968,0.0,0.0,0.0,-1.0
48242,117265,0.0,0.0,0.0,-1.0
135936,28605,0.0,0.0,0.0,-1.0
47142,20098,0.0,0.0,0.0,-1.0
11169,11587,1.0,0.01,0.14139427964895857,1.0
69245,132988,0.0,0.0,0.0,-1.0
69244,137893,0.0,0.0,0.0,1.0
100607,3945,0.0,0.0,0.0,-1.0
94914,66712,0.0,0.0,0.0,-1.0
118398,41416,0.0,0.0,0.0,-1.0
64723,114423,0.0,0.0,0.0,-1.0
132008,18564,0.0,0.0,0.0,-1.0
135142,48668,0.0,0.0,0.0,-1.0
97354,93507,0.0,0.0,0.0,-1.0
20344,56353,0.0,0.0,0.0,-1.0
61965,7518,0.0,0.0,0.0,-1.0
65991,110310,0.0,0.0,0.0,-1.0
40982,40429,1.0,0.02564102564102564,0.20576925955053368,1.0
8683,126006,0.0,0.0,0.0,-1.0
18052,99102,0.0,0.0,0.0,-1.0
96242,135325,3.0,0.05,0.797726542455859,1.0
38949,4978,6.0,0.057692307692307696,1.8038887072964058,1.0
7693,39527,1.0,0.0013297872340425532,0.30692767643013485,1.0
115881,8827,0.0,0.0,0.0,-1.0
19643,49201,10.0,0.10526315789473684,2.2161550329770985,1.0
66953,39106,0.0,0.0,0.0,-1.0
12890,48862,8.0,0.008771929824561403,1.9284153451164308,1.0
36777,32764,0.0,0.0,0.0,-1.0
85471,49788,1.0,0.02702702702702703,0.23782951347935782,1.0
18749,36291,2.0,0.014814814814814815,0.45055784126097154,1.0
48397,80398,0.0,0.0,0.0,-1.0
51110,28811,2.0,0.005420054200542005,0.45575807499519644,1.0
71542,15420,0.0,0.0,0.0,-1.0
53342,41128,0.0,0.0,0.0,8.0
107270,46260,0.0,0.0,0.0,-1.0
128318,64694,0.0,0.0,0.0,-1.0
129071,71728,0.0,0.0,0.0,-1.0
100593,128623,0.0,0.0,0.0,-1.0
47300,47297,1.0,0.009523809523809525,0.24325728130826463,1.0
33254,100777,0.0,0.0,0.0,4.0
101695,77534,0.0,0.0,0.0,-1.0
82957,98409,2.0,0.07692307692307693,0.5876053606886633,1.0
65187,10180,2.0,0.012195121951219513,0.3883007323212982,1.0
30496,57914,0.0,0.0,0.0,-1.0
87998,123671,0.0,0.0,0.0,-1.0
20581,112836,0.0,0.0,0.0,7.0
2348,4029,3.0,0.014563106796116505,0.929156062538913,1.0
136694,88238,0.0,0.0,0.0,-1.0
11767,41543,2.0,0.023809523809523808,0.4237935430754525,1.0
54678,35403,0.0,0.0,0.0,-1.0
120484,61271,0.0,0.0,0.0,-1.0
72017,102953,0.0,0.0,0.0,-1.0
5744,17528,1.0,0.01,0.269282508064391,1.0
18733,126758,0.0,0.0,0.0,6.0
112011,78181,0.0,0.0,0.0,-1.0
101364,2634,0.0,0.0,0.0,-1.0
7989,23220,2.0,0.006734006734006734,0.7889278140087528,1.0
43066,58496,2.0,0.046511627906976744,0.6253254477239307,1.0
1325,2530,5.0,0.09803921568627451,1.1655128697412294,1.0
60778,92334,0.0,0.0,0.0,-1.0
55438,55447,52.0,0.07613469985358712,16.595165415923848,1.0
18784,34964,2.0,0.011627906976744186,0.41407186277872404,1.0
41754,25806,5.0,0.23809523809523808,1.394672986807689,1.0
32793,96258,0.0,0.0,0.0,-1.0
79229,6987,0.0,0.0,0.0,-1.0
34669,59467,8.0,0.11940298507462686,2.3139011586053706,1.0
135610,28947,0.0,0.0,0.0,-1.0
110041,37821,0.0,0.0,0.0,-1.0
89730,112290,0.0,0.0,0.0,-1.0
88110,131361,0.0,0.0,0.0,-1.0
8004,83011,1.0,0.045454545454545456,0.3001016285004131,1.0
86882,134214,0.0,0.0,0.0,-1.0
7302,17594,6.0,0.05357142857142857,1.1885420616552647,1.0
38640,38722,2.0,0.045454545454545456,0.4550334598787834,1.0
7708,131423,0.0,0.0,0.0,6.0
47369,8155,0.0,0.0,0.0,-1.0
101074,24777,0.0,0.0,0.0,-1.0
115553,105899,0.0,0.0,0.0,-1.0
23512,117266,0.0,0.0,0.0,-1.0
88880,33729,0.0,0.0,0.0,-1.0
103994,96893,0.0,0.0,0.0,-1.0
11773,27024,0.0,0.0,0.0,7.0
9396,66277,0.0,0.0,0.0,-1.0
110257,90988,0.0,0.0,0.0,-1.0
10476,11181,2.0,0.0016460905349794238,0.7599536602386114,1.0
66715,99373,0.0,0.0,0.0,10.0
17322,133906,0.0,0.0,0.0,-1.0
59806,74707,0.0,0.0,0.0,-1.0
96595,96597,2.0,0.14285714285714285,0.7428273691160412,1.0
84730,82353,0.0,0.0,0.0,-1.0
99865,60741,0.0,0.0,0.0,-1.0
93399,18398,0.0,0.0,0.0,-1.0
71865,80099,0.0,0.0,0.0,-1.0
95310,79447,0.0,0.0,0.0,-1.0
50619,58144,1.0,0.02631578947368421,0.6213349345596119,1.0
49628,72510,0.0,0.0,0.0,5.0
1947,39130,2.0,0.01015228426395939,0.33852138063543064,1.0
75930,75925,1.0,0.1,0.25973030217227155,1.0
104188,122841,0.0,0.0,0.0,7.0
17312,15333,5.0,0.04807692307692308,1.32542614311063,1.0
65655,75446,3.0,0.06976744186046512,0.8985984689526407,1.0
16340,87108,0.0,0.0,0.0,-1.0
65396,80781,0.0,0.0,0.0,-1.0
31595,24520,0.0,0.0,0.0,5.0
82424,7918,0.0,0.0,0.0,8.0
94085,37010,0.0,0.0,0.0,-1.0
91638,59398,0.0,0.0,0.0,-1.0
25830,51489,0.0,0.0,0.0,-1.0
121553,102098,0.0,0.0,0.0,-1.0
87969,97248,0.0,0.0,0.0,-1.0
55068,55248,5.0,0.19230769230769232,0.8992433936768511,1.0
64698,44474,2.0,0.05405405405405406,0.5318188950744706,1.0
86077,89811,0.0,0.0,0.0,-1.0
119836,39979,0.0,0.0,0.0,-1.0
111533,15579,0.0,0.0,0.0,-1.0
115009,57296,0.0,0.0,0.0,-1.0
85828,36552,0.0,0.0,0.0,-1.0
22740,46016,0.0,0.0,0.0,11.0
15126,568,0.0,0.0,0.0,-1.0
23333,127804,0.0,0.0,0.0,9.0
50486,62198,0.0,0.0,0.0,-1.0
46853,30022,0.0,0.0,0.0,-1.0
26806,95915,0.0,0.0,0.0,-1.0
12450,12214,13.0,0.14285714285714285,2.707527813258683,1.0
21464,68577,0.0,0.0,0.0,-1.0
14580,17275,0.0,0.0,0.0,1.0
8180,19184,0.0,0.0,0.0,-1.0
4854,19071,0.0,0.0,0.0,-1.0
134118,126841,0.0,0.0,0.0,-1.0
6101,6198,4.0,0.14285714285714285,1.3633691547056894,1.0
27090,12486,1.0,0.01098901098901099,0.18246047841995375,1.0
120781,60981,0.0,0.0,0.0,-1.0
4996,27770,3.0,0.017543859649122806,0.872662249108711,1.0
13150,118552,0.0,0.0,0.0,-1.0
7204,24201,16.0,0.09411764705882353,3.3420140760284682,1.0
103809,43202,0.0,0.0,0.0,-1.0
124243,55416,0.0,0.0,0.0,-1.0
24751,32306,4.0,0.03007518796992481,1.2340185657411737,1.0
6882,6679,3.0,0.015,0.5821598445207088,1.0
127257,9728,0.0,0.0,0.0,-1.0
2509,1389,1.0,0.03125,0.12493182524985687,1.0
47427,130888,0.0,0.0,0.0,-1.0
56757,73768,4.0,0.11764705882352941,1.0859900824395008,1.0
39983,76950,0.0,0.0,0.0,-1.0
8550,40937,0.0,0.0,0.0,-1.0
58551,133874,0.0,0.0,0.0,-1.0
129602,4486,0.0,0.0,0.0,-1.0
73173,73762,16.0,0.16494845360824742,5.074625406040487,1.0
57100,77742,0.0,0.0,0.0,-1.0
45356,69887,0.0,0.0,0.0,-1.0
72025,17487,1.0,0.03333333333333333,0.3396232718951086,1.0
35874,18337,0.0,0.0,0.0,-1.0
2112,17364,0.0,0.0,0.0,4.0
17102,128158,0.0,0.0,0.0,9.0
101607,109271,0.0,0.0,0.0,-1.0
25652,78630,0.0,0.0,0.0,-1.0
16230,30643,1.0,0.0016233766233766235,0.31465798044412485,1.0
98781,112458,0.0,0.0,0.0,-1.0
14184,96756,0.0,0.0,0.0,7.0
20419,89406,0.0,0.0,0.0,-1.0
5000,5609,6.0,0.06382978723404255,1.1739919046833487,1.0
48232,25821,4.0,0.05405405405405406,1.064470134181392,1.0
34932,94516,0.0,0.0,0.0,1.0
76456,115851,0.0,0.0,0.0,9.0
13303,32665,0.0,0.0,0.0,1.0
28073,82173,6.0,0.11764705882352941,1.66244577637773,1.0
21958,19071,0.0,0.0,0.0,-1.0
122632,42050,0.0,0.0,0.0,-1.0
25640,73736,17.0,0.17,3.557368506508139,1.0
95089,93204,0.0,0.0,0.0,1.0
43727,45342,6.0,0.09090909090909091,1.7563235715031877,1.0
117789,6812,0.0,0.0,0.0,-1.0
113487,70595,0.0,0.0,0.0,-1.0
17400,114121,0.0,0.0,0.0,-1.0
10970,108627,0.0,0.0,0.0,-1.0
24594,25702,10.0,0.02967359050445104,1.8309748188614354,1.0
8399,92701,0.0,0.0,0.0,-1.0
9388,15924,2.0,0.0625,0.5740845848574381,1.0
69022,114666,0.0,0.0,0.0,-1.0
5425,7196,7.0,0.011904761904761904,1.620613103014537,1.0
35645,18212,0.0,0.0,0.0,5.0
65676,21116,0.0,0.0,0.0,8.0
49231,90514,0.0,0.0,0.0,9.0
24516,16642,0.0,0.0,0.0,1.0
89450,89464,3.0,0.12,1.9104973428764003,1.0
14421,16839,1.0,0.00048590864917395527,0.23699447183691388,1.0
15998,52823,0.0,0.0,0.0,-1.0
74409,122152,0.0,0.0,0.0,-1.0
99643,24697,0.0,0.0,0.0,-1.0
6448,124754,0.0,0.0,0.0,7.0
106311,19929,0.0,0.0,0.0,-1.0
46656,100104,0.0,0.0,0.0,6.0
8617,114806,1.0,0.018518518518518517,0.4170323914242463,1.0
64939,72027,0.0,0.0,0.0,-1.0
29811,72921,0.0,0.0,0.0,-1.0
32202,112761,0.0,0.0,0.0,-1.0
92267,134382,0.0,0.0,0.0,-1.0
103315,108215,4.0,0.06153846153846154,1.2557215398192576,1.0
9518,9542,7.0,0.07865168539325842,1.7157381266686906,1.0
52298,83889,0.0,0.0,0.0,-1.0
81649,68683,2.0,0.04081632653061224,0.6689265585269037,1.0
34689,40152,0.0,0.0,0.0,-1.0
129093,112113,0.0,0.0,0.0,-1.0
19525,5138,39.0,0.21311475409836064,10.24160519926925,1.0
2445,30048,5.0,0.05813953488372093,1.5072377997223148,1.0
124745,91619,0.0,0.0,0.0,-1.0
10457,67096,1.0,0.05555555555555555,0.2302128900546512,1.0
133670,70621,0.0,0.0,0.0,-1.0
51083,78440,0.0,0.0,0.0,-1.0
107140,134365,0.0,0.0,0.0,-1.0
117246,134072,0.0,0.0,0.0,-1.0
79324,41097,0.0,0.0,0.0,10.0
80084,80087,2.0,0.125,0.6399903600563996,1.0
93732,51198,0.0,0.0,0.0,-1.0
96059,57633,0.0,0.0,0.0,-1.0
